Entrez	Gene Symbol	Ensembl ID	P-value
146956	EME1	ENSG00000154920	7.72e-07
6006	RHCE	ENSG00000188672	5.24e-06
4064	CD180	ENSG00000134061	7.72e-06
2644	GCHFR	ENSG00000137880	1.09e-05
83715	ESPN	ENSG00000187017	1.23e-05
91603	ZNF830	ENSG00000198783	1.44e-05
54986	ULK4	ENSG00000168038	2.55e-05
84217	ZMYND12	ENSG00000066185	3.2e-05
60686	C14orf93	ENSG00000100802	4.36e-05
339344	MYPOP	ENSG00000176182	4.39e-05
10966	RAB40B	ENSG00000141542	4.73e-05
130355	C2orf76	ENSG00000186132	4.91e-05
5587	PRKD1	ENSG00000184304	5.92e-05
81788	NUAK2	ENSG00000163545	6.36e-05
55888	ZKSCAN7	ENSG00000281894	6.76e-05
51116	MRPS2	ENSG00000122140	7.08e-05
51727	CMPK1	ENSG00000162368	7.36e-05
91801	ALKBH8	ENSG00000137760	7.99e-05
83860	TAF3	ENSG00000165632	8.59e-05
391059	FRRS1	ENSG00000156869	8.97e-05
22997	IGSF9B	ENSG00000080854	9.03e-05
6934	TCF7L2	ENSG00000148737	9.29e-05
