Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
4023	LPL	ENSG00000175445	3.08e-140
51085	MLXIPL	ENSG00000009950	4.4699999999999996e-92
345	APOC3	ENSG00000110245	2.28e-88
587	BCAT2	ENSG00000105552	1.05e-84
8882	ZPR1	ENSG00000109917	2.64e-72
116519	APOA5	ENSG00000110243	4.0000000000000004e-72
11183	MAP4K5	ENSG00000012983	5.89e-72
23624	CBLC	ENSG00000142273	1.2499999999999998e-69
84811	BUD13	ENSG00000137656	1.01e-67
255738	PCSK9	ENSG00000169174	6.100000000000001e-64
51129	ANGPTL4	ENSG00000167772	2.1100000000000002e-58
337	APOA4	ENSG00000110244	5.03e-48
5049	PAFAH1B2	ENSG00000168092	1.25e-47
5817	PVR	ENSG00000073008	1.16e-35
146894	CD300LG	ENSG00000161649	6.34e-33
84226	C2orf16	ENSG00000221843	4.27e-31
11321	GPN1	ENSG00000198522	1.53e-30
338	APOB	ENSG00000084674	2.79e-28
23173	METAP1	ENSG00000164024	1.5500000000000002e-26
3949	LDLR	ENSG00000130164	2.02e-26
8890	EIF2B4	ENSG00000115211	3.94e-24
4018	LPA	ENSG00000198670	4.15e-24
221037	JMJD1C	ENSG00000171988	1.7099999999999998e-23
26160	IFT172	ENSG00000138002	2.06e-23
23460	ABCA6	ENSG00000154262	1.2200000000000001e-21
113201	GOLM2	ENSG00000166734	1.64e-19
5140	PDE3B	ENSG00000152270	1e-17
84277	DNAJC30	ENSG00000176410	1.74e-15
125931	CEACAM20	ENSG00000273777	2.14e-15
343263	MYBPHL	ENSG00000221986	1.02e-14
728780	ANKDD1B	ENSG00000189045	1.7e-14
10087	CERT1	ENSG00000113163	3.93e-14
64241	ABCG8	ENSG00000143921	3.94e-14
94137	RP1L1	ENSG00000183638	4.6e-14
25764	HYPK	ENSG00000242028	9.05e-13
83706	FERMT3	ENSG00000149781	1.25e-12
2696	GIPR	ENSG00000010310	1.41e-12
78992	YIPF2	ENSG00000130733	2.13e-12
161497	STRC	ENSG00000242866	2.35e-12
64240	ABCG5	ENSG00000138075	2.79e-12
23461	ABCA5	ENSG00000154265	3.44e-12
57159	TRIM54	ENSG00000138100	4.21e-12
117155	CATSPER2	ENSG00000166762	1.29e-11
2923	PDIA3	ENSG00000167004	1.38e-11
6580	SLC22A1	ENSG00000175003	1.4e-11
80237	ELL3	ENSG00000128886	1.48e-11
134359	POC5	ENSG00000152359	1.96e-11
5331	PLCB3	ENSG00000149782	3.31e-11
4318	MMP9	ENSG00000100985	5.92e-11
350	APOH	ENSG00000091583	1.36e-10
9836	LCMT2	ENSG00000168806	2.94e-10
22837	COBLL1	ENSG00000082438	3.44e-10
10019	SH2B3	ENSG00000111252	3.66e-10
7158	TP53BP1	ENSG00000067369	4.56e-10
57678	GPAM	ENSG00000119927	6e-10
256006	ANKRD31	ENSG00000145700	6.23e-10
83650	SLC35G5	ENSG00000285084	7.54e-10
8884	SLC5A6	ENSG00000138074	9.31e-10
353355	ZNF233	ENSG00000159915	2.66e-09
148741	ANKRD35	ENSG00000198483	6.05e-09
7772	ZNF229	ENSG00000278318	3.39e-08
