Entrez	Gene Symbol	Ensembl ID	P-value
81027	TUBB1	ENSG00000101162	3.97e-63
2815	GP9	ENSG00000169704	2.01e-42
10019	SH2B3	ENSG00000111252	4.61e-39
4352	MPL	ENSG00000117400	1.93e-34
3674	ITGA2B	ENSG00000005961	4.09e-27
2811	GP1BA	ENSG00000185245	5.85e-25
3717	JAK2	ENSG00000096968	4.57e-24
5794	PTPRH	ENSG00000080031	6.8e-20
8328	GFI1B	ENSG00000165702	1.41e-19
2812	GP1BB	ENSG00000203618	5.95e-19
10788	IQGAP2	ENSG00000145703	2.73e-18
7066	THPO	ENSG00000090534	1.82e-16
4065	LY75	ENSG00000054219	3.07e-13
100526664	LY75-CD302	ENSG00000248672	3.17e-12
578	BAK1	ENSG00000030110	1.25e-10
