Entrez	Gene Symbol	Ensembl ID	P-value
1071	CETP	ENSG00000087237	0.0
4318	MMP9	ENSG00000100985	2.1300000000000002e-72
345	APOC3	ENSG00000110245	3.23e-54
949	SCARB1	ENSG00000073060	1.22e-41
4023	LPL	ENSG00000175445	1.32e-41
9388	LIPG	ENSG00000101670	4.31e-37
90203	SNX21	ENSG00000124104	1.6e-36
3990	LIPC	ENSG00000166035	6.09e-34
348	APOE	ENSG00000130203	2.4e-32
5476	CTSA	ENSG00000064601	7.23e-32
335	APOA1	ENSG00000118137	2.35e-22
146894	CD300LG	ENSG00000161649	1.5e-20
51129	ANGPTL4	ENSG00000167772	5.67e-20
6559	SLC12A3	ENSG00000070915	1.36e-19
5049	PAFAH1B2	ENSG00000168092	2.41e-19
337	APOA4	ENSG00000110244	2.58e-18
3931	LCAT	ENSG00000213398	6.44e-18
10005	ACOT8	ENSG00000101473	3.19e-17
8567	MADD	ENSG00000110514	1.23e-16
55908	ANGPTL8	ENSG00000130173	2.07e-16
10948	STARD3	ENSG00000131748	2.31e-16
5360	PLTP	ENSG00000100979	1.21e-15
90199	WFDC8	ENSG00000158901	1.64e-15
10062	NR1H3	ENSG00000025434	2.8e-14
280664	WFDC10B	ENSG00000182931	3.45e-14
3172	HNF4A	ENSG00000101076	6.42e-14
53	ACP2	ENSG00000134575	1.19e-13
2064	ERBB2	ENSG00000141736	2.31e-13
4499	MT1M	ENSG00000205364	1.23e-12
57468	SLC12A5	ENSG00000124140	1.47e-12
22837	COBLL1	ENSG00000082438	4.96e-12
196385	DNAH10	ENSG00000281935	9.78e-12
326625	MMAB	ENSG00000139428	2.56e-11
89910	UBE3B	ENSG00000151148	3.82e-11
23788	MTCH2	ENSG00000285121	5.51e-11
19	ABCA1	ENSG00000165029	7.61e-11
63925	ZNF335	ENSG00000198026	9.7e-11
9026	HIP1R	ENSG00000130787	9.77e-11
80212	CCDC92	ENSG00000275035	1.25e-10
4493	MT1E	ENSG00000169715	1.57e-10
391253	SPINT4	ENSG00000149651	1.88e-10
2147	F2	ENSG00000180210	2.67e-10
79797	ZNF408	ENSG00000175213	3.91e-10
158747	MOSPD2	ENSG00000130150	3.96e-10
84166	NLRC5	ENSG00000140853	4.28e-10
89845	ABCC10	ENSG00000124574	4.48e-10
5445	PON2	ENSG00000105854	5.41e-10
283446	MYO1H	ENSG00000174527	5.48e-10
90204	ZSWIM1	ENSG00000168612	5.54e-10
10816	SPINT3	ENSG00000101446	6.3e-10
54905	CYP2W1	ENSG00000073067	7.46e-10
284110	GSDMA	ENSG00000167914	1.32e-09
1506	CTRL	ENSG00000141086	1.5e-09
55861	DBNDD2	ENSG00000244274	1.83e-09
4038	LRP4	ENSG00000134569	2.03e-09
6927	HNF1A	ENSG00000135100	8e-09
27329	ANGPTL3	ENSG00000132855	9.75e-09
54455	FBXO42	ENSG00000037637	1.35e-08
1874	E2F4	ENSG00000205250	1.89e-08
11273	ATXN2L	ENSG00000168488	7.38e-08
79153	GDPD3	ENSG00000102886	7.38e-08
374868	ATP9B	ENSG00000282266	7.38e-08
84254	CAMKK1	ENSG00000004660	7.38e-08
22902	RUFY3	ENSG00000018189	7.38e-08
7043	TGFB3	ENSG00000119699	7.38e-08
55151	TMEM38B	ENSG00000095209	7.38e-08
23261	CAMTA1	ENSG00000171735	7.38e-08
347741	OTOP3	ENSG00000182938	7.38e-08
9204	ZMYM6	ENSG00000163867	7.38e-08
84315	MON1A	ENSG00000164077	7.38e-08
3065	HDAC1	ENSG00000116478	7.38e-08
28511	NKIRAS2	ENSG00000168256	1.39e-07
6676	SPAG4	ENSG00000061656	1.96e-07
10863	ADAM28	ENSG00000042980	2.15e-07
11024	LILRA1	ENSG00000277398	3.24e-07
83608	C18orf21	ENSG00000141428	3.24e-07
642475	MROH6	ENSG00000277781	3.24e-07
387758	FIBIN	ENSG00000176971	3.24e-07
2783	GNB2	ENSG00000172354	3.24e-07
124935	SLC43A2	ENSG00000278550	3.24e-07
202051	SPATA24	ENSG00000170469	4.87e-07
79828	METTL8	ENSG00000123600	4.92e-07
166336	PRICKLE2	ENSG00000163637	4.98e-07
8411	EEA1	ENSG00000102189	5.68e-07
79753	SNIP1	ENSG00000163877	7.24e-07
8706	B3GALNT1	ENSG00000169255	7.24e-07
6344	SCTR	ENSG00000080293	7.24e-07
145873	MESP2	ENSG00000188095	7.24e-07
643382	TMEM253	ENSG00000232070	7.24e-07
147807	ZNF524	ENSG00000171443	7.24e-07
57159	TRIM54	ENSG00000138100	7.24e-07
79004	CUEDC2	ENSG00000107874	7.24e-07
4689	NCF4	ENSG00000275990	7.24e-07
55770	EXOC2	ENSG00000112685	7.24e-07
375748	ERCC6L2	ENSG00000182150	7.24e-07
23101	MCF2L2	ENSG00000053524	7.24e-07
546	ATRX	ENSG00000085224	7.24e-07
578	BAK1	ENSG00000030110	7.24e-07
