Entrez	Gene Symbol	P-value	Beta
4524	MTHFR	4.0000000000000006e-34	0.1006982
783	CACNB2	1e-21	0.06391272
22978	NT5C2	3e-20	0.10523462
113026	PLCD3	1e-18	0.0609742
4883	NPR3	1e-18	0.05606038
2242	FES	2e-18	0.0572501
54805	CNNM2	1e-17	0.09777913
1586	CYP17A1	4e-16	0.08905793
143872	ARHGAP42	6e-16	0.05736285
57139	RGL3	8e-16	0.04913276
490	ATP2B1	2e-15	0.06472751
3643	INSR	5e-15	0.07281571
128611	ZNF831	6e-15	0.0736275
6311	ATXN2	2e-13	0.0449492
5702	PSMC3	5e-13	0.0453465
81846	SBF2	3e-12	0.0550159
64116	SLC39A8	5e-12	0.07963385
10062	NR1H3	8e-12	0.0468791
23788	MTCH2	2e-11	0.0448821
8482	SEMA7A	8e-11	0.041086
80736	SLC44A4	1e-10	0.03993774
272	AMPD3	2e-10	0.03915954
55024	BANK1	1e-09	0.07719143
5795	PTPRJ	2e-09	0.04496659
63976	PRDM16	2e-09	0.0535559
2915	GRM5	3e-09	0.05169951
3777	KCNK3	4e-09	0.037121
390113	OR4X1	7e-09	0.05041853
3207	HOXA11	7e-09	0.06762078
