Entrez	Gene Symbol	Ensembl ID	P-value
6427	SRSF2	ENSG00000161547	2.33e-22
54790	TET2	ENSG00000168769	1.04e-20
171023	ASXL1	ENSG00000171456	5.7e-18
51428	DDX41	ENSG00000183258	5.26e-11
2146	EZH2	ENSG00000106462	4.37e-08
84436	ZNF528	ENSG00000167555	1.21e-07
23451	SF3B1	ENSG00000115524	1.87e-07
2120	ETV6	ENSG00000139083	2.92e-06
6167	RPL37	ENSG00000145592	1.76e-05
6482	ST3GAL1	ENSG00000008513	2.29e-05
401551	WDR38	ENSG00000136918	5.5e-05
63967	CLSPN	ENSG00000092853	6.65e-05
1387	CREBBP	ENSG00000005339	7.29e-05
2492	FSHR	ENSG00000170820	7.68e-05
