Entrez	Gene Symbol	P-value	Beta
596	BCL2	1e-46	0.1471761
51185	CRBN	9.999999999999999e-29	0.0527062
4299	AFF1	4e-27	0.03818492
3568	IL5RA	1.0000000000000001e-23	0.03525096
8826	IQGAP1	2e-20	0.03212169
1232	CCR3	4e-20	0.03534761
6261	RYR1	2e-18	0.09288622
861	RUNX1	3e-18	0.1032011
23185	LARP4B	3e-18	0.03549908
23426	GRIP1	1e-17	0.03039219
284805	C20orf203	9e-17	0.04109761
25778	DSTYK	2e-15	0.02771084
55636	CHD7	1e-14	0.03437348
3092	HIP1	1e-12	0.02514043
763	CA5A	1e-12	0.02698108
29125	C11orf21	2e-12	0.03869207
2528	FUT6	2e-12	0.02815868
604	BCL6	7e-11	0.0237749
79895	ATP8B4	1e-10	0.02376445
26973	CHORDC1	2e-10	0.0223271
100507436	MICA	1e-09	0.0210357
5536	PPP5C	2e-09	0.02259245
8328	GFI1B	2e-09	0.1187524
206358	SLC36A1	5e-09	0.02080801
