Entrez	Gene Symbol	P-value	Beta
3570	IL6R	5e-324	0.09
3953	LEPR	2e-320	0.097
2646	GCKR	3e-303	0.076
114548	NLRP3	1e-87	0.04
3172	HNF4A	7e-74	0.107
9628	RGS6	3e-63	0.036
9929	JOSD1	2e-48	0.031
84243	ZDHHC18	3e-45	0.095
406	BMAL1	1e-43	0.03
5265	SERPINA1	2e-41	0.1
79068	FTO	5.0000000000000005e-39	0.027
3988	LIPA	3e-35	0.027
256227	STEAP1B	4e-35	0.025
9031	BAZ1B	4.0000000000000006e-34	0.037
1643	DDB2	9e-34	0.033
28	ABO	5.0000000000000004e-29	0.024
4130	MAP1A	6e-28	0.069
2524	FUT2	7e-28	0.022
6928	HNF1B	9e-27	0.034
7132	TNFRSF1A	9.999999999999999e-27	0.022
6621	SNAPC4	2.0000000000000002e-23	0.02
54923	LIME1	2e-22	0.021
6660	SOX5	4e-22	0.052
79792	GSDMD	9e-22	0.024
3554	IL1R1	2e-21	0.022
3566	IL4R	3e-21	0.019
350	APOH	6e-21	0.059
945	CD33	8e-21	0.02
53345	TM6SF2	4e-20	0.036
109	ADCY3	7e-20	0.019
2444	FRK	1e-18	0.018
122481	AK7	1e-18	0.02
57523	NYNRIN	1e-18	0.018
54905	CYP2W1	1e-18	0.022
5834	PYGB	2e-18	0.018
126231	ZNF573	2e-18	0.042
133746	JMY	8e-18	0.018
219429	OR4C11	2e-17	0.029
5939	RBMS2	2e-17	0.023
7942	TFEB	6e-17	0.018
7068	THRB	1e-16	0.0185
161882	ZFPM1	3e-16	0.0183
6774	STAT3	1e-15	0.0204
55690	PACS1	7e-15	0.0206
9855	FARP2	8e-15	0.0166
9611	NCOR1	9e-15	0.0158
5310	PKD1	3e-14	0.0317
1548	CYP2A6	3e-14	0.0526
79716	NPEPL1	1e-13	0.0151
26575	RGS17	3e-13	0.0163
2998	GYS2	4e-13	0.0185
8854	ALDH1A2	5e-13	0.0147
8028	MLLT10	8e-13	0.0153
26999	CYFIP2	9e-13	0.0313
55209	SETD5	1e-12	0.0173
64283	ARHGEF28	2e-12	0.0158
1523	CUX1	2e-12	0.0144
6239	RREB1	3e-12	0.0149
221895	JAZF1	4e-12	0.0141
10000	AKT3	4e-12	0.0184
4780	NFE2L2	5e-12	0.0169
7107	GPR137B	6e-12	0.0147
4069	LYZ	6e-12	0.0294
3083	HGFAC	8e-12	0.0167
9911	TMCC2	2e-11	0.015
1952	CELSR2	2e-11	0.0198
81575	APOLD1	2e-11	0.0151
10318	TNIP1	2e-11	0.0151
201501	ZBTB7C	4e-11	0.0141
3708	ITPR1	5e-11	0.0134
29106	SCG3	6e-11	0.0253
142678	MIB2	6e-11	0.0153
9874	TLK1	7e-11	0.0133
23053	ZSWIM8	7e-11	0.0133
4691	NCL	7e-11	0.0133
5792	PTPRF	1e-10	0.0131
64901	RANBP17	1e-10	0.0145
55553	SOX6	2e-10	0.0129
51602	NOP58	2e-10	0.0155
85440	DOCK7	2e-10	0.0136
3183	HNRNPC	2e-10	0.0163
2788	GNG7	2e-10	0.015
55118	CRTAC1	3e-10	0.0148
54877	ZCCHC2	4e-10	0.014
79718	TBL1XR1	4e-10	0.0134
9320	TRIP12	5e-10	0.0133
55844	PPP2R2D	5e-10	0.0133
5879	RAC1	1e-09	0.0143
10498	CARM1	1e-09	0.0298
27125	AFF4	2e-09	0.0166
83637	ZMIZ2	2e-09	0.0184
2890	GRIA1	2e-09	0.0122
23294	ANKS1A	2e-09	0.0164
222256	CDHR3	3e-09	0.0157
9971	NR1H4	3e-09	0.0588
22837	COBLL1	3e-09	0.0182
7342	UBP1	3e-09	0.0194
79658	ARHGAP10	4e-09	0.0138
5725	PTBP1	4e-09	0.0132
1879	EBF1	4e-09	0.0228
54460	MRPS21	4e-09	0.012
23595	ORC3	4e-09	0.0221
10277	UBE4B	5e-09	0.0173
9429	ABCG2	5e-09	0.019
79832	QSER1	6e-09	0.0296
9692	PRORP	7e-09	0.0159
27086	FOXP1	8e-09	0.0129
64236	PDLIM2	9e-09	0.0123
6329	SCN4A	9e-09	0.0152
84189	SLITRK6	1e-08	0.0146
19	ABCA1	1e-08	0.0146
10868	USP20	1e-08	0.0175
5239	PGM5	1e-08	0.0344
867	CBL	1e-08	0.0134
143884	CWF19L2	1e-08	0.0163
54832	VPS13C	1e-08	0.0122
104	ADARB1	1e-08	0.0122
9169	SCAF11	1e-08	0.0139
23140	ZZEF1	1e-08	0.0139
131034	CPNE4	1e-08	0.0133
272	AMPD3	1e-08	0.0133
123688	HYKK	2e-08	0.0121
80309	SPHKAP	2e-08	0.0121
64839	FBXL17	2e-08	0.0148
23261	CAMTA1	2e-08	0.0114
253980	KCTD13	2e-08	0.0115
203238	CCDC171	2e-08	0.0137
2175	FANCA	2e-08	0.0114
10783	NEK6	2e-08	0.012
4211	MEIS1	2e-08	0.0126
8856	NR1I2	2e-08	0.0235
23233	EXOC6B	2e-08	0.0161
6874	TAF4	2e-08	0.0184
55534	MAML3	2e-08	0.012
5915	RARB	3e-08	0.0113
2186	BPTF	3e-08	0.0124
100505591	LRRC3C	3e-08	0.0287
432	ASGR1	3e-08	0.0135
115703	ARHGAP33	3e-08	0.0118
643677	CCDC168	4e-08	0.019
111	ADCY5	4e-08	0.0129
4154	MBNL1	4e-08	0.0129
10846	PDE10A	4e-08	0.0112
64848	YTHDC2	5e-08	0.0128
6755	SSTR5	5e-08	0.0278
