Entrez	Gene Symbol	P-value	Beta
5709	PSMD3	2e-108	0.07923921
58513	EPS15L1	2.9999999999999995e-70	0.08846508
969	CD69	9e-50	0.05908269
3575	IL7R	3e-29	0.04573874
1021	CDK6	2e-27	0.06533509
55636	CHD7	2.0000000000000002e-23	0.04561981
9750	RIPOR2	6e-23	0.03548046
5329	PLAUR	9.000000000000001e-23	0.04807686
4790	NFKB1	2e-21	0.03499196
11146	GLMN	1e-20	0.1395836
3579	CXCR2	3e-20	0.3287534
3574	IL7	8e-19	0.03661902
10581	IFITM2	1e-18	0.03288403
8826	IQGAP1	1e-18	0.04057697
29072	SETD2	3e-18	0.03160705
1441	CSF3R	2e-17	0.03061337
1788	DNMT3A	4e-17	0.03323868
27086	FOXP1	2e-16	0.09547253
11278	KLF12	4e-16	0.03291409
55289	ACOXL	7e-16	0.02869848
4049	LTA	4e-15	0.03213321
221895	JAZF1	6e-15	0.02934456
9256	TSPOAP1	1e-14	0.1225074
118429	ANTXR2	2e-14	0.02722963
7332	UBE2L3	3e-14	0.0345522
84166	NLRC5	4e-14	0.02756786
7087	ICAM5	5e-14	0.02691358
93624	TADA2B	7e-14	0.02742936
150280	HORMAD2	1e-13	0.02654227
3706	ITPKA	2e-13	0.02737629
83463	MXD3	3e-13	0.04239853
57708	MIER1	3e-13	0.02917854
7187	TRAF3	4e-13	0.03110942
284058	KANSL1	5e-13	0.03067547
388931	MFSD2B	7e-13	0.03731268
1997	ELF1	8e-13	0.03631568
2322	FLT3	1e-12	0.02661405
29091	STXBP6	3e-12	0.02558319
5937	RBMS1	4e-12	0.03174877
152100	CMC1	4e-12	0.03256658
1440	CSF3	6e-12	0.1083127
30844	EHD4	7e-12	0.02847509
23030	KDM4B	1e-11	0.02892818
57178	ZMIZ1	1e-11	0.02447501
23526	ARHGAP45	2e-11	0.03974609
4063	LY9	2e-11	0.02876859
56997	COQ8A	3e-11	0.02386963
23216	TBC1D1	3e-11	0.02517467
11030	RBPMS	3e-11	0.02803282
63893	UBE2O	4e-11	0.02858509
10347	ABCA7	6e-11	0.03360922
79890	RIN3	1e-10	0.02464388
1789	DNMT3B	1e-10	0.02319633
286	ANK1	1e-10	0.02681208
3676	ITGA4	1e-10	0.02315471
256380	SCML4	2e-10	0.02518895
1398	CRK	2e-10	0.02499791
118426	BORCS5	2e-10	0.1005446
3559	IL2RA	2e-10	0.03780895
50488	MINK1	4e-10	0.02429019
168537	GIMAP7	5e-10	0.02622191
197320	ZNF778	7e-10	0.04774569
3953	LEPR	8e-10	0.02270515
80714	PBX4	9e-10	0.04375895
2113	ETS1	1e-09	0.02224209
27143	PALD1	1e-09	0.0626506
132660	LIN54	1e-09	0.02181981
128611	ZNF831	1e-09	0.02282645
128368	OR10Z1	2e-09	0.02442757
7597	ZBTB25	2e-09	0.02567833
7008	TEF	2e-09	0.02548559
253461	ZBTB38	2e-09	0.02187854
10062	NR1H3	3e-09	0.02940434
1879	EBF1	4e-09	0.038255
3557	IL1RN	4e-09	0.02101972
8807	IL18RAP	4e-09	0.02509048
3119	HLA-DQB1	4e-09	0.02287324
22996	TTC39A	6e-09	0.02650856
55621	TRMT1	7e-09	0.02828188
10053	AP1M2	8e-09	0.02640558
