Entrez	Gene Symbol	P-value	Beta
348	APOE	1e-200	0.356838
8882	ZPR1	7e-70	0.122386
255738	PCSK9	1e-64	0.304631
4018	LPA	2e-62	0.144573
51085	MLXIPL	2e-57	0.111614
1952	CELSR2	2e-43	0.078064
23460	ABCA6	5e-41	0.212232
28	ABO	1e-40	0.0813086
2646	GCKR	7e-35	0.0592118
350	APOH	6e-21	0.128318
221037	JMJD1C	2e-16	0.0385422
146894	CD300LG	8e-15	0.103769
85440	DOCK7	4e-14	0.0372092
8854	ALDH1A2	9e-14	0.0383013
3949	LDLR	2e-13	0.0353862
64241	ABCG8	2e-13	0.0369707
158219	TTC39B	4e-13	0.0490359
3123	HLA-DRB1	3e-12	0.0374099
5265	SERPINA1	2e-11	0.11154
9919	SEC16A	6e-11	0.0336444
6484	ST3GAL4	3e-10	0.0482467
89894	TMEM116	1e-09	0.049311
