Entrez	Gene Symbol	Ensembl ID	P-value
56942	CMC2	ENSG00000103121	3.23e-06
4773	NFATC2	ENSG00000101096	1.49e-05
23635	SSBP2	ENSG00000145687	1.94e-05
80776	B9D2	ENSG00000123810	1.96e-05
56949	XAB2	ENSG00000076924	2.05e-05
23396	PIP5K1C	ENSG00000186111	3.48e-05
56479	KCNQ5	ENSG00000185760	3.76e-05
2736	GLI2	ENSG00000074047	4.38e-05
83893	SPATA16	ENSG00000144962	4.42e-05
23369	PUM2	ENSG00000055917	4.55e-05
57572	DOCK6	ENSG00000130158	4.85e-05
51176	LEF1	ENSG00000138795	5.73e-05
9333	TGM5	ENSG00000104055	5.9e-05
27141	CIDEB	ENSG00000285199	6.13e-05
115353	LRRC42	ENSG00000116212	7.44e-05
81033	KCNH6	ENSG00000173826	8.36e-05
