Entrez	Gene Symbol	P-value	Beta
84619	ZGPAT	2e-08	0.86459
118812	MORN4	1e-07	0.0606
10160	FARP1	3e-07	1.12513
6875	TAF4B	3e-07	4.11566
2066	ERBB4	8e-07	0.90114
2138	EYA1	1e-06	3.1699
6092	ROBO2	2e-06	1.14465
5915	RARB	2e-06	4.93721
27185	DISC1	2e-06	3.18738
3778	KCNMA1	2e-06	2.11742
10207	PATJ	3e-06	1.5768
1769	DNAH8	3e-06	4.12844
54946	SLC41A3	3e-06	1.31403
4661	MYT1	4e-06	1.1466
7798	LUZP1	4e-06	2.87542
84628	NTNG2	5e-06	3.19824
64778	FNDC3B	6e-06	1.10032
9500	MAGED1	6e-06	1.32445
64927	TTC23	7e-06	4.07512
722	C4BPA	8e-06	44.37162
4257	MGST1	8e-06	3.84356
