Entrez	Gene Symbol	P-value	Beta
348	APOE	1e-200	0.334789
338	APOB	3e-102	0.101883
1952	CELSR2	5.000000000000001e-75	0.104402
255738	PCSK9	2e-57	0.289534
8882	ZPR1	6e-52	0.106063
53345	TM6SF2	8e-35	0.11106
8854	ALDH1A2	1e-33	0.060307
10452	TOMM40	5e-25	0.149266
85440	DOCK7	1e-22	0.0485286
64241	ABCG8	2e-18	0.0445099
23460	ABCA6	7e-17	0.133318
3250	HPR	4e-16	0.0493261
5819	NECTIN2	2e-15	0.0382259
6580	SLC22A1	3e-14	0.0455285
6484	ST3GAL4	3e-12	0.0601523
3949	LDLR	4e-12	0.0335795
7227	TRPS1	3e-11	0.0350209
10349	ABCA10	7e-11	0.0461781
9415	FADS2	9e-11	0.0319913
