Entrez	Gene Symbol	P-value	Beta
7297	TYK2	3e-29	0.75
6775	STAT4	3e-19	1.1
1235	CCR6	7e-15	1.07
57511	COG6	2e-14	0.93
3663	IRF5	5e-13	0.94
3559	IL2RA	2e-12	1.07
10320	IKZF1	4e-12	1.07
25897	RNF19A	9e-11	1.07
100287898	TTC34	2e-10	0.94
26147	PHF19	9e-10	1.06
79890	RIN3	2e-09	0.93
10125	RASGRP1	8e-09	0.93
1776	DNASE1L3	2e-08	1.1
9474	ATG5	3e-08	1.07
4204	MECP2	1e-07	1.07
3609	ILF3	1e-06	0.87
861	RUNX1	1e-06	1.05
90355	MACIR	2e-06	1.05
84159	ARID5B	2e-06	1.06
3570	IL6R	3e-06	0.96
7332	UBE2L3	3e-06	1.06
1021	CDK6	4e-06	0.95
9145	SYNGR1	5e-06	1.05
51061	TXNDC11	5e-06	1.04
958	CD40	6e-06	0.95
5771	PTPN2	6e-06	0.96
