Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.144819
8882	ZPR1	7.999999999999999e-138	0.171374
2646	GCKR	2e-106	0.104258
4023	LPL	2.0000000000000003e-49	0.076103
51085	MLXIPL	2e-38	0.0750698
63935	PCIF1	3e-32	0.0706799
7158	TP53BP1	1.9999999999999997e-28	0.163599
85440	DOCK7	5e-28	0.0535548
3949	LDLR	1.0000000000000001e-23	0.0718818
57794	SUGP1	1e-17	0.0753963
2590	GALNT2	1e-16	0.0393169
3482	IGF2R	5e-15	0.06923
19	ABCA1	4e-13	0.038416
4299	AFF1	3e-11	0.0316335
22837	COBLL1	3e-11	0.0316192
56848	SPHK2	8e-11	0.0356449
84310	C7orf50	2e-10	0.0353805
23224	SYNE2	6e-10	0.0396903
3250	HPR	6e-10	0.0371041
