Entrez	Gene Symbol	P-value	Beta
596	BCL2	1e-51	0.1562393
5709	PSMD3	2e-47	0.05072893
1021	CDK6	5e-31	0.06863311
5029	P2RY2	5e-27	0.0905766
3106	HLA-B	8.000000000000001e-23	0.03592633
6261	RYR1	4e-22	0.1033711
23185	LARP4B	1e-20	0.03820732
3568	IL5RA	4e-20	0.0326002
1232	CCR3	1e-19	0.03513781
8826	IQGAP1	2e-16	0.02881194
284805	C20orf203	5e-16	0.04033086
8328	GFI1B	3e-15	0.1562862
9586	CREB5	8e-15	0.03018293
25778	DSTYK	1e-14	0.02707159
92797	HELB	1e-14	0.02722433
55248	PACC1	2e-14	0.02823878
861	RUNX1	3e-14	0.09096069
29125	C11orf21	1e-13	0.0410548
3092	HIP1	3e-13	0.02593509
2528	FUT6	2e-12	0.02817483
54518	APBB1IP	3e-12	0.02510943
10581	IFITM2	7e-11	0.0236202
4025	LPO	1e-10	0.1915609
4363	ABCC1	1e-10	0.02315483
763	CA5A	2e-10	0.02438734
9679	FAM53B	5e-10	0.02199829
285180	RUFY4	8e-10	0.1702453
81671	VMP1	9e-10	0.02146964
23383	MAU2	1e-09	0.02261553
6319	SCD	2e-09	0.0222364
29072	SETD2	3e-09	0.02122998
7791	ZYX	3e-09	0.02311239
