Entrez	Gene Symbol	P-value	Beta
10767	HBS1L	2e-118	0.09130758
286	ANK1	4e-62	0.06899346
493	ATP2B4	5e-59	0.09352077
6708	SPTA1	2e-52	0.05869167
8312	AXIN1	1e-46	0.8079803
388588	SMIM1	1e-43	0.05686661
7036	TFR2	5e-42	0.0485978
84717	HDGFL2	7.0000000000000006e-34	0.04312099
10260	DENND4A	9.999999999999999e-33	0.04783058
9780	PIEZO1	9.000000000000001e-29	0.03875548
8131	NPRL3	9.999999999999999e-29	0.1106235
3783	KCNN4	1e-27	0.04561461
2766	GMPR	4e-27	0.03847969
10107	TRIM10	1e-20	0.06542649
9911	TMCC2	2e-20	0.03242679
23205	ACSBG1	6e-18	0.03052834
4650	MYO9B	7e-18	0.05112401
84988	PPP1R16A	9e-17	0.02894801
51312	SLC25A37	2e-16	0.028702
28	ABO	8e-16	0.05795283
3842	TNPO1	6e-15	0.02909346
57035	RSRP1	3e-13	0.02916971
8882	ZPR1	6e-13	0.03660462
254102	EHBP1L1	1e-11	0.02684833
6710	SPTB	2e-11	0.0244477
7332	UBE2L3	2e-11	0.02885185
55692	LUC7L	2e-11	0.02366286
6006	RHCE	3e-11	0.1829599
23075	SWAP70	5e-11	0.02381166
7018	TF	2e-10	0.3197374
23499	MACF1	2e-10	0.02440408
10393	ANAPC10	3e-10	0.03591126
8178	ELL	4e-10	0.04086335
51495	HACD3	9e-10	0.02469321
22837	COBLL1	1e-09	0.03227717
3050	HBZ	1e-09	0.09922155
761	CA3	4e-09	0.02060446
5198	PFAS	5e-09	0.0253879
27158	NDOR1	7e-09	0.0303386
30061	SLC40A1	8e-09	0.0209684
