Entrez	Gene Symbol	Ensembl ID	P-value
4144	MAT2A	ENSG00000168906	1.21e-05
256710	GLIPR1L1	ENSG00000173401	1.48e-05
79709	COLGALT1	ENSG00000130309	1.6e-05
26261	FBXO24	ENSG00000106336	1.62e-05
163786	SASS6	ENSG00000156876	2.91e-05
2583	B4GALNT1	ENSG00000135454	6.21e-05
144983	HNRNPA1L2	ENSG00000139675	6.9e-05
5191	PEX7	ENSG00000112357	7.59e-05
130502	TTC32	ENSG00000183891	7.96e-05
5104	SERPINA5	ENSG00000188488	8.13e-05
2359	FPR3	ENSG00000187474	8.81e-05
10136	CELA3A	ENSG00000142789	9.22e-05
55670	PEX26	ENSG00000215193	9.27e-05
58473	PLEKHB1	ENSG00000021300	9.29e-05
