Entrez	Gene Symbol	P-value	Beta
24149	ZNF318	8.000000000000001e-28	1.057
64283	ARHGEF28	2e-27	1.055
113730	KLHDC7B	3.9999999999999996e-26	1.138
7299	TYR	3e-20	1.052
11078	TRIOBP	8e-19	1.045
286676	ILDR1	2e-16	0.955
60313	GPBP1L1	9e-16	1.047
8871	SYNJ2	1e-15	1.04
7275	TUB	4e-15	0.952
2070	EYA4	8e-15	1.042
6711	SPTBN1	2e-14	0.963
22795	NID2	8e-14	0.963
23187	PHLDB1	4e-13	1.041
54536	EXOC6	7e-13	0.965
64072	CDH23	8e-13	1.188
9892	SNAP91	4e-12	1.035
2887	GRB10	6e-12	1.039
1742	DLG4	1e-11	0.966
84159	ARID5B	3e-11	0.967
83892	KCTD10	4e-11	1.033
5048	PAFAH1B1	5e-11	0.966
155006	TMEM213	1e-10	1.035
5747	PTK2	2e-10	1.037
7739	ZNF185	3e-10	1.082
64699	TMPRSS3	4e-10	1.07
132	ADK	9e-10	1.037
4008	LMO7	1e-09	1.031
79068	FTO	2e-09	0.97
256714	MAP7D2	2e-09	1.033
1299	COL9A3	2e-09	1.062
360200	TMPRSS9	3e-09	0.966
5597	MAPK6	7e-09	1.035
