Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	6e-193	0.200817
4023	LPL	3e-155	0.202751
8854	ALDH1A2	2e-116	0.110964
51129	ANGPTL4	9e-61	0.270476
85440	DOCK7	2e-55	0.0756801
51085	MLXIPL	3e-38	0.0739746
7158	TP53BP1	5e-28	0.160312
4018	LPA	3e-24	0.0862788
146894	CD300LG	2e-22	0.127563
22837	COBLL1	1e-21	0.0451407
4299	AFF1	4e-19	0.0419697
84166	NLRC5	2e-18	0.118572
5340	PLG	2e-15	0.0720015
57794	SUGP1	3e-15	0.0687401
10726	NUDC	4e-13	0.0633008
10351	ABCA8	7e-13	0.0696644
4775	NFATC3	3e-12	0.0483639
144347	RFLNA	9e-12	0.0321415
80790	CMIP	2e-11	0.0335453
5819	NECTIN2	2e-11	0.0575606
84870	RSPO3	2e-11	0.0311995
3626	INHBC	7e-11	0.034971
5049	PAFAH1B2	4e-10	0.0788809
