Entrez	Gene Symbol	Ensembl ID	P-value
472	ATM	ENSG00000149311	1.32e-14
675	BRCA2	ENSG00000139618	6.37e-09
4436	MSH2	ENSG00000095002	6.89e-09
4292	MLH1	ENSG00000076242	2.88e-07
3611	ILK	ENSG00000166333	1.21e-05
7367	UGT2B17	ENSG00000197888	1.97e-05
1788	DNMT3A	ENSG00000119772	2.09e-05
2956	MSH6	ENSG00000116062	2.18e-05
25878	MXRA5	ENSG00000101825	2.74e-05
7015	TERT	ENSG00000164362	4.26e-05
6672	SP100	ENSG00000067066	4.48e-05
25939	SAMHD1	ENSG00000101347	5.32e-05
80243	PREX2	ENSG00000046889	5.64e-05
27189	IL17C	ENSG00000124391	5.7e-05
64225	ATL2	ENSG00000119787	5.85e-05
55780	ERMARD	ENSG00000276187	6.46e-05
3437	IFIT3	ENSG00000119917	6.95e-05
7066	THPO	ENSG00000090534	7.5e-05
158427	TSTD2	ENSG00000136925	8.86e-05
23428	SLC7A8	ENSG00000092068	8.87e-05
3981	LIG4	ENSG00000174405	9.37e-05
