Entrez	Gene Symbol	P-value	Beta
5017	OVOL1	3e-32	
338322	NLRP10	3e-26	0.5267
23274	CLEC16A	1e-22	0.0789
79899	PRR5L	5e-20	0.1718
57115	PGLYRP4	2e-18	0.5128
50616	IL22	2e-17	0.0702
9840	TESPA1	9e-17	0.5684
3117	HLA-DQA1	2e-16	0.1092
9692	PRORP	5e-16	0.0846
84162	BLTP1	1e-14	0.0631
3570	IL6R	2e-14	0.0642
4277	MICB	6e-14	0.1173
7292	TNFSF4	7e-14	0.0728
148523	CIART	1e-12	0.0589
6774	STAT3	1e-12	0.1067
2720	GLB1	1e-11	0.1636
1439	CSF2RB	1e-11	0.0571
131450	CD200R1	3e-11	0.054
9742	IFT140	3e-11	1.2259
150962	PUS10	3e-11	0.0635
10960	LMAN2	1e-10	0.0579
27161	AGO2	4e-10	0.0627
27086	FOXP1	4e-10	0.208
8553	BHLHE40	9e-10	0.0602
5524	PTPA	3e-09	0.0544
864	RUNX3	4e-09	0.048
3559	IL2RA	4e-09	0.1021
93010	B3GNT7	6e-09	0.6579
5133	PDCD1	7e-09	0.0574
26147	PHF19	8e-09	0.0479
3575	IL7R	9e-09	0.0467
4321	MMP12	1e-08	0.0675
54491	OTULINL	1e-08	0.0786
56990	CDC42SE2	1e-08	0.053
10154	PLXNC1	1e-08	0.0684
3635	INPP5D	2e-08	0.0606
1820	ARID3A	2e-08	0.0552
22979	EFR3B	4e-08	0.0582
150159	SLC9B1	5e-08	0.0439
92714	ARRDC1	5e-08	0.133
