Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.135986
4023	LPL	3e-95	0.146241
9688	NUP93	5e-52	0.112313
51129	ANGPTL4	6e-41	0.203795
8882	ZPR1	2e-40	0.083483
146894	CD300LG	3e-30	0.13844
158219	TTC39B	3e-26	0.0656165
949	SCARB1	6e-22	0.0444614
57678	GPAM	2e-20	0.0438903
8567	MADD	6e-19	0.0463617
19	ABCA1	5e-18	0.0593522
64116	SLC39A8	1e-17	0.0689706
2590	GALNT2	7e-17	0.0363988
51085	MLXIPL	2e-16	0.051969
3931	LCAT	3e-16	0.0961361
345	APOC3	3e-15	0.0393678
64757	MTARC1	4e-15	0.0365437
22837	COBLL1	4e-14	0.0327228
84310	C7orf50	3e-13	0.0313686
728780	ANKDD1B	7e-13	0.0320348
1952	CELSR2	4e-12	0.0354236
1071	CETP	6e-12	0.0927268
7227	TRPS1	1e-11	0.0296235
80790	CMIP	3e-11	0.0307455
