Entrez	Gene Symbol	Ensembl ID	P-value
338	APOB	ENSG00000084674	1.9e-112
345	APOC3	ENSG00000110245	1.45e-111
348	APOE	ENSG00000130203	6.6900000000000006e-105
4023	LPL	ENSG00000175445	2.02e-91
11183	MAP4K5	ENSG00000012983	4.57e-63
4018	LPA	ENSG00000198670	9.13e-51
116519	APOA5	ENSG00000110243	7.77e-45
1071	CETP	ENSG00000087237	2.6300000000000003e-43
51085	MLXIPL	ENSG00000009950	3.95e-42
8882	ZPR1	ENSG00000109917	1.67e-41
84811	BUD13	ENSG00000137656	1.4699999999999999e-38
53345	TM6SF2	ENSG00000213996	1.67e-34
9031	BAZ1B	ENSG00000009954	2.72e-33
27329	ANGPTL3	ENSG00000132855	4.15e-32
51129	ANGPTL4	ENSG00000167772	1.06e-31
84226	C2orf16	ENSG00000221843	2.0500000000000002e-29
6580	SLC22A1	ENSG00000175003	2.1900000000000002e-29
11321	GPN1	ENSG00000198522	4.69e-28
1463	NCAN	ENSG00000130287	1.79e-24
8890	EIF2B4	ENSG00000115211	5.44e-23
26160	IFT172	ENSG00000138002	6.9e-22
337	APOA4	ENSG00000110244	7.76e-19
5049	PAFAH1B2	ENSG00000168092	1.03e-17
57159	TRIM54	ENSG00000138100	1.68e-16
9388	LIPG	ENSG00000101670	8.75e-16
8884	SLC5A6	ENSG00000138074	1.73e-14
350	APOH	ENSG00000091583	7.05e-13
146894	CD300LG	ENSG00000161649	1.86e-12
22837	COBLL1	ENSG00000082438	5.68e-12
84277	DNAJC30	ENSG00000176410	1.47e-11
255738	PCSK9	ENSG00000169174	2.3e-11
5140	PDE3B	ENSG00000152270	2.43e-11
83650	SLC35G5	ENSG00000285084	1.01e-09
94137	RP1L1	ENSG00000183638	1.77e-09
948	CD36	ENSG00000135218	3.11e-09
5340	PLG	ENSG00000122194	4.41e-09
23624	CBLC	ENSG00000142273	5.25e-09
587	BCAT2	ENSG00000105552	6.69e-09
337970	KRTAP19-3	ENSG00000244025	4.35e-08
