Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.4874
255738	PCSK9	1e-135	0.3609
8882	ZPR1	1e-59	0.0927
2646	GCKR	7e-59	0.0673
23383	MAU2	5.0000000000000004e-45	0.1167
64241	ABCG8	1e-35	0.1022
85440	DOCK7	1e-31	0.0489
9785	DHX38	9.000000000000001e-23	0.0481
8701	DNAH11	2e-19	0.0434
9415	FADS2	5e-19	0.0367
9388	LIPG	1e-16	0.1642
126695	KDF1	2e-16	0.1055
29881	NPC1L1	2e-16	0.0446
3482	IGF2R	1e-15	0.0625
9103	FCGR2C	2e-15	0.0342
23461	ABCA5	4e-15	0.1245
55219	MACO1	3e-13	0.0296
23495	TNFRSF13B	8e-13	0.0456
6484	ST3GAL4	1e-12	0.04
2217	FCGRT	1e-12	0.0412
3172	HNF4A	4e-12	0.079
28983	TMPRSS11E	7e-12	0.0342
1742	DLG4	2e-11	0.2488
54899	PXK	1e-10	0.0464
7227	TRPS1	1e-10	0.0284
5468	PPARG	1e-10	0.0262
144108	SPTY2D1	2e-10	0.0274
3837	KPNB1	2e-09	0.0244
