Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	0.0	0.2265
2646	GCKR	7e-155	0.1106
4018	LPA	7.999999999999999e-86	0.1672
51085	MLXIPL	4e-68	0.107
53345	TM6SF2	2e-59	0.1279
85440	DOCK7	2e-55	0.0657
51129	ANGPTL4	1e-46	0.2238
146894	CD300LG	3e-28	0.1305
26762	HAVCR1	6e-20	0.0391
3107	HLA-C	1e-19	0.0409
2590	GALNT2	2e-19	0.0378
22837	COBLL1	4e-19	0.0378
4299	AFF1	7e-15	0.0308
221035	REEP3	5e-14	0.0295
286046	XKR6	2e-12	0.0437
54622	ARL15	6e-11	0.0272
201625	DNAH12	7e-11	0.028
5184	PEPD	4e-10	0.0272
6597	SMARCA4	6e-10	0.0404
8567	MADD	6e-10	0.0258
196	AHR	1e-09	0.0253
