Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-197	0.204812
4023	LPL	5e-126	0.18328
338	APOB	4e-96	0.118965
2646	GCKR	8.999999999999999e-70	0.0837157
4018	LPA	1e-69	0.150916
85440	DOCK7	9e-52	0.0756246
51085	MLXIPL	9e-47	0.0974591
3949	LDLR	7e-21	0.0656744
22837	COBLL1	8e-21	0.044458
2590	GALNT2	6e-20	0.0433572
7158	TP53BP1	8e-17	0.122767
84870	RSPO3	2e-14	0.0357438
4299	AFF1	3e-14	0.0361067
3083	HGFAC	3e-13	0.03494
3482	IGF2R	2e-12	0.0621104
8289	ARID1A	7e-12	0.106574
6804	STX1A	2e-10	0.0685186
54536	EXOC6	2e-10	0.0300613
3699	ITIH3	1e-09	0.0433557
