Entrez	Gene Symbol	P-value	Beta
56853	CELF4	1e-13	0.012
2033	EP300	3e-13	0.012
23196	FAM120A	9e-13	0.011
153396	TMEM161B	1e-12	0.011
6925	TCF4	5e-11	0.01
27445	PCLO	2e-10	0.01
1993	ELAVL2	3e-10	0.01
4277	MICB	3e-10	0.01
145581	LRFN5	8e-10	0.009
64326	COP1	8e-10	0.01
473	RERE	2e-09	0.009
23418	CRB1	6e-09	0.011
22986	SORCS3	7e-09	0.01
253559	CADM2	8e-09	0.009
1630	DCC	1e-08	0.009
26047	CNTNAP2	1e-08	0.01
7804	LRP8	1e-08	0.009
22915	MMRN1	1e-08	0.009
55209	SETD5	2e-08	0.011
145173	B3GLCT	2e-08	0.011
84162	BLTP1	3e-08	0.018
2066	ERBB4	3e-08	0.009
