Entrez	Gene Symbol	P-value	Beta
2078	ERG	9e-49	0.1073
5029	P2RY2	2e-35	0.0575
23185	LARP4B	3e-26	0.0263
51185	CRBN	1.0000000000000001e-23	0.0522
2131	EXT1	3e-22	0.044
1021	CDK6	4e-21	0.0672
1232	CCR3	7e-19	0.0189
85414	SLC45A3	4e-18	0.0749
115727	RASGRP4	1e-17	0.0514
8826	IQGAP1	3e-17	0.0171
161882	ZFPM1	1e-16	0.0169
7791	ZYX	1e-16	0.018
23199	GSE1	2e-16	0.178
5728	PTEN	3e-16	0.0498
596	BCL2	3e-15	0.0468
2334	AFF2	1e-13	0.0125
3579	CXCR2	2e-13	0.1356
10019	SH2B3	2e-11	0.0137
4299	AFF1	2e-11	0.015
9586	CREB5	1e-10	0.0133
9256	TSPOAP1	2e-10	0.0314
7529	YWHAB	5e-10	0.0145
4141	MARS1	6e-10	0.0169
92797	HELB	9e-10	0.0125
5591	PRKDC	9e-10	0.021
4170	MCL1	1e-09	0.0396
79895	ATP8B4	1e-09	0.0197
9315	NREP	2e-09	0.0168
5341	PLEK	7e-09	0.0624
51411	BIN2	1e-08	0.0563
9679	FAM53B	1e-08	0.0106
148113	CILP2	3e-08	0.0141
9368	NHERF1	3e-08	0.0115
170463	SSBP4	3e-08	0.0109
113263	GLCCI1	4e-08	0.0268
54518	APBB1IP	4e-08	0.0111
5564	PRKAB1	5e-08	0.0204
