Entrez	Gene Symbol	P-value	Beta
10767	HBS1L	1e-277	0.0783
164656	TMPRSS6	4e-260	0.0688
286	ANK1	1.9999999999999999e-128	0.0549
6521	SLC4A1	6e-119	0.0504
6708	SPTA1	6e-118	0.0496
7036	TFR2	4e-78	0.0411
25893	TRIM58	3e-73	0.0399
28	ABO	8e-46	0.0488
7037	TFRC	2e-41	0.0286
2766	GMPR	5e-41	0.0301
493	ATP2B4	2e-38	0.0524
84717	HDGFL2	2e-37	0.0263
4650	MYO9B	4e-37	0.0373
3783	KCNN4	1e-35	0.0325
9839	ZEB2	5e-22	0.0603
10347	ABCA7	5e-22	0.0201
51312	SLC25A37	4e-20	0.0185
3842	TNPO1	1e-19	0.0303
7203	CCT3	2e-18	0.0389
5198	PFAS	2e-18	0.0203
92140	MTDH	3e-18	0.0265
23585	TMEM50A	6e-17	0.1353
9911	TMCC2	7e-17	0.0184
4363	ABCC1	6e-16	0.018
51571	CYRIB	6e-16	0.0162
759	CA1	1e-15	0.016
4023	LPL	2e-15	0.0249
196740	VSTM4	2e-15	0.022
84988	PPP1R16A	3e-14	0.0161
7332	UBE2L3	4e-13	0.017
7018	TF	3e-12	0.017
1950	EGF	5e-12	0.0145
8976	WASL	8e-12	0.0206
4218	RAB8A	1e-11	0.0172
54498	SMOX	1e-11	0.0136
91748	MIDEAS	3e-11	0.0979
23317	DNAJC13	6e-11	0.0146
26100	WIPI2	9e-11	0.0223
146057	TTBK2	1e-10	0.2131
2590	GALNT2	1e-10	0.0137
254102	EHBP1L1	2e-10	0.0155
999	CDH1	4e-10	0.0144
64778	FNDC3B	5e-10	0.0126
64420	SUSD1	7e-10	0.0253
220972	MARCHF8	3e-09	0.0166
55062	WIPI1	3e-09	0.0146
440275	EIF2AK4	4e-09	0.0138
92521	SPECC1	6e-09	0.0122
253782	CERS6	6e-09	0.0457
92346	C1orf105	7e-09	0.0116
3557	IL1RN	7e-09	0.0134
665	BNIP3L	7e-09	0.0136
8394	PIP5K1A	8e-09	0.0124
23200	ATP11B	9e-09	0.0165
64755	RUSF1	9e-09	0.0156
8417	STX7	1e-08	0.0115
54726	OTUD4	1e-08	0.0213
9735	KNTC1	1e-08	0.0243
389337	ARHGEF37	2e-08	0.014
57140	RNPEPL1	2e-08	0.0195
129285	PPP1R21	2e-08	0.0214
25862	USP49	3e-08	0.0149
80339	PNPLA3	3e-08	0.0125
659	BMPR2	4e-08	0.014
