Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	6e-194	0.17836
8854	ALDH1A2	9.999999999999999e-123	0.101093
85440	DOCK7	5e-113	0.096121
4018	LPA	1e-77	0.312199
53345	TM6SF2	2.0000000000000002e-72	0.139935
51085	MLXIPL	7.9999999999999985e-56	0.079882
4023	LPL	3e-45	0.0955148
338	APOB	7e-44	0.056605
9388	LIPG	2.0000000000000003e-34	0.217639
116519	APOA5	3e-32	0.278759
19	ABCA1	5e-18	0.0400585
57572	DOCK6	6e-17	0.0925886
3083	HGFAC	6e-17	0.0352937
1071	CETP	1e-16	0.0441014
2222	FDFT1	1e-16	0.0340332
1952	CELSR2	2e-16	0.0408162
3990	LIPC	6e-13	0.334619
255738	PCSK9	3e-12	0.10863
6927	HNF1A	4e-12	0.029351
51129	ANGPTL4	6e-12	0.100376
22837	COBLL1	6e-12	0.0287496
6580	SLC22A1	1e-11	0.054141
4482	MSRA	1e-11	0.0278164
55616	ASAP3	1e-11	0.0416784
23387	SIK3	4e-11	0.0591797
4598	MVK	1e-10	0.0272738
2217	FCGRT	2e-10	0.0468988
26291	FGF21	3e-10	0.0269937
4299	AFF1	3e-10	0.0263886
7227	TRPS1	8e-10	0.0278844
158219	TTC39B	2e-09	0.0294412
10274	STAG1	3e-09	0.0267285
746	TMEM258	3e-09	0.025204
3250	HPR	4e-09	0.0305454
54536	EXOC6	4e-09	0.0245137
28983	TMPRSS11E	6e-09	0.027714
441250	TYW1B	7e-09	0.0713905
9701	PPP6R2	1e-08	0.0239233
6581	SLC22A3	2e-08	0.0736988
64241	ABCG8	5e-08	0.0237985
949	SCARB1	5e-08	0.022333
