Entrez	Gene Symbol	P-value	Beta
9586	CREB5	2.9999999999999995e-54	0.06154059
5329	PLAUR	2e-33	0.0591609
9487	PIGL	4.999999999999999e-32	0.04209907
969	CD69	5e-27	0.04292514
10581	IFITM2	3e-25	0.03705163
3579	CXCR2	3e-25	0.3710271
1441	CSF3R	1.0000000000000001e-23	0.03620792
3575	IL7R	2e-19	0.03670038
55204	GOLPH3L	9e-19	0.03155783
9750	RIPOR2	2e-16	0.02954939
4353	MPO	2e-15	0.1262833
4790	NFKB1	1e-14	0.02852236
22856	CHSY1	1e-13	0.04268783
1440	CSF3	1e-13	0.1166919
10320	IKZF1	9e-13	0.03641274
23526	ARHGAP45	2e-12	0.04331237
1021	CDK6	2e-12	0.04239009
9256	TSPOAP1	3e-12	0.05936271
23030	KDM4B	6e-12	0.0293054
118429	ANTXR2	7e-12	0.02751349
1997	ELF1	7e-12	0.0348511
10347	ABCA7	9e-12	0.03515486
83463	MXD3	1e-11	0.03930816
286	ANK1	1e-11	0.02555842
79871	RPAP2	2e-11	0.07137411
221037	JMJD1C	3e-11	0.02406048
3822	KLRC2	3e-11	0.03579734
7015	TERT	3e-11	0.02457254
6708	SPTA1	4e-11	0.02651297
3557	IL1RN	5e-11	0.02408378
23169	SLC35D1	7e-11	0.02867173
27086	FOXP1	8e-11	0.07561602
3574	IL7	1e-10	0.02673554
3172	HNF4A	1e-10	0.06643613
8019	BRD3	2e-10	0.02581637
25989	ULK3	2e-10	0.02336464
6667	SP1	3e-10	0.1092448
7297	TYK2	4e-10	0.02456986
28960	DCPS	5e-10	0.02595937
7332	UBE2L3	5e-10	0.02838968
2734	GLG1	5e-10	0.02684285
150280	HORMAD2	7e-10	0.02213083
220972	MARCHF8	7e-10	0.04348796
1788	DNMT3A	8e-10	0.02384621
202243	CCDC125	1e-09	0.02199452
114548	NLRP3	2e-09	0.02202123
64137	ABCG4	2e-09	0.0245625
57178	ZMIZ1	2e-09	0.02190282
25853	DCAF12	2e-09	0.03189868
55289	ACOXL	2e-09	0.02349403
10111	RAD50	2e-09	0.02746763
3117	HLA-DQA1	3e-09	0.0266219
79915	ATAD5	3e-09	0.02409434
55206	SBNO1	3e-09	0.02683478
256380	SCML4	4e-09	0.02490724
1053	CEBPE	4e-09	0.02120819
719	C3AR1	4e-09	0.02286892
55621	TRMT1	4e-09	0.02883879
145501	ISM2	5e-09	0.02678818
23216	TBC1D1	5e-09	0.02203569
23112	TNRC6B	5e-09	0.02401271
22872	SEC31A	8e-09	0.02111551
