Entrez	Gene Symbol	Ensembl ID	P-value
5310	PKD1	ENSG00000008710	1.29e-09
2242	FES	ENSG00000182511	2.02e-07
2982	GUCY1A1	ENSG00000164116	7.2e-07
2297	FOXD1	ENSG00000251493	7.81e-07
2028	ENPEP	ENSG00000138792	3.56e-06
92235	STYXL2	ENSG00000198842	5e-06
284	ANGPT1	ENSG00000154188	6.42e-06
221692	PHACTR1	ENSG00000112137	1.25e-05
4846	NOS3	ENSG00000164867	1.38e-05
9150	CTDP1	ENSG00000282752	1.52e-05
127733	UBXN10	ENSG00000162543	2.05e-05
23491	CES3	ENSG00000172828	2.53e-05
1788	DNMT3A	ENSG00000119772	2.77e-05
5872	RAB13	ENSG00000143545	3.08e-05
28999	KLF15	ENSG00000163884	3.61e-05
23281	MTUS2	ENSG00000132938	3.75e-05
51547	SIRT7	ENSG00000187531	4.02e-05
2081	ERN1	ENSG00000178607	5e-05
7103	TSPAN8	ENSG00000127324	5e-05
81621	KAZALD1	ENSG00000107821	5.12e-05
26341	OR5H1	ENSG00000231192	5.88e-05
85352	SHISAL1	ENSG00000138944	6.09e-05
342125	TMC3	ENSG00000188869	6.49e-05
55170	PRMT6	ENSG00000198890	6.79e-05
493	ATP2B4	ENSG00000058668	7.09e-05
9780	PIEZO1	ENSG00000103335	7.69e-05
139604	MAGEB16	ENSG00000189023	7.92e-05
22834	ZNF652	ENSG00000198740	8.48e-05
54795	TRPM4	ENSG00000130529	8.54e-05
7511	XPNPEP1	ENSG00000108039	8.63e-05
8938	BAIAP3	ENSG00000007516	8.75e-05
