Entrez	Gene Symbol	P-value	Beta
4018	LPA	0.0	1.02095
350	APOH	5e-56	0.06707
1373	CPS1	8e-31	0.018906
117155	CATSPER2	3.9999999999999994e-28	0.053097
5071	PRKN	4e-17	0.09685
284358	MAMSTR	2e-15	0.01175
3250	HPR	2e-15	0.01573
23460	ABCA6	3e-15	0.02864
255738	PCSK9	5e-13	0.039901
10400	PEMT	1e-12	0.009892
55512	SMPD3	3e-12	0.01768
56995	TULP4	5e-12	0.05148
10726	NUDC	8e-12	0.030778
81579	PLA2G12A	1e-11	0.064087
84619	ZGPAT	4e-11	0.01132
1119	CHKA	6e-11	0.027448
9031	BAZ1B	2e-10	0.010619
9730	DCAF1	3e-10	0.040224
79143	MBOAT7	7e-10	0.00887
56261	GPCPD1	7e-10	0.02983
8854	ALDH1A2	9e-10	0.008666
4299	AFF1	4e-09	0.00907
5709	PSMD3	1e-08	0.00874
9489	PGS1	3e-08	0.00584
10332	CLEC4M	4e-08	0.01126
