Entrez	Gene Symbol	Ensembl ID	P-value
5866	RAB3IL1	ENSG00000167994	1.3500000000000002e-144
53345	TM6SF2	ENSG00000213996	2.83e-63
11183	MAP4K5	ENSG00000012983	3.31e-53
1374	CPT1A	ENSG00000110090	1.38e-45
1463	NCAN	ENSG00000130287	9.599999999999999e-39
11321	GPN1	ENSG00000198522	2.1500000000000002e-29
9031	BAZ1B	ENSG00000009954	1.07e-28
745	MYRF	ENSG00000124920	7.040000000000001e-27
51085	MLXIPL	ENSG00000009950	8.970000000000001e-27
338	APOB	ENSG00000084674	1.8e-25
7439	BEST1	ENSG00000167995	8.54e-25
94039	ZNF101	ENSG00000181896	7.31e-22
747	DAGLA	ENSG00000134780	3.44e-15
26160	IFT172	ENSG00000138002	8.06e-15
345	APOC3	ENSG00000110245	1.19e-14
8890	EIF2B4	ENSG00000115211	1.41e-14
3619	INCENP	ENSG00000149503	7.4e-14
55048	VPS37C	ENSG00000167987	8.75e-13
23173	METAP1	ENSG00000164024	3.08e-12
116519	APOA5	ENSG00000110243	2.14e-10
51296	SLC15A3	ENSG00000110446	2.26e-10
9066	SYT7	ENSG00000011347	4.48e-10
8882	ZPR1	ENSG00000109917	8.36e-10
84811	BUD13	ENSG00000137656	1.75e-09
147798	TMC4	ENSG00000278363	1.93e-09
221037	JMJD1C	ENSG00000171988	2.57e-09
153830	RNF145	ENSG00000145860	7.44e-08
