Entrez	Gene Symbol	P-value	Beta
50650	ARHGEF3	0.0	
10767	HBS1L	0.0	
221037	JMJD1C	0.0	
148823	GCSAML	2e-321	
60626	RIC8A	0.0	
5781	PTPN11	0.0	
7066	THPO	7e-290	
8328	GFI1B	3e-287	
30845	EHD3	2e-267	
7171	TPM4	2e-252	
57551	TAOK1	2e-239	
26052	DNM3	2e-196	
80305	TRABD	3e-195	
91768	CABLES1	6e-195	
22818	COPZ1	1e-194	
10788	IQGAP2	6.0000000000000005e-183	
342618	SLFN14	2e-176	
55711	FAR2	8e-151	
9911	TMCC2	3e-141	
10257	ABCC4	9.999999999999999e-139	
55604	CARMIL1	6e-129	
2646	GCKR	3e-118	
57140	RNPEPL1	1e-114	
5339	PLEC	5.9999999999999996e-114	
1201	CLN3	2e-111	
81027	TUBB1	8e-111	
1029	CDKN2A	3e-105	
9927	MFN2	7e-105	
7168	TPM1	2e-100	
283349	RASSF3	5e-100	
10954	PDIA5	2e-93	
6006	RHCE	9e-81	
5890	RAD51B	2e-77	
11252	PACSIN2	2e-77	
11329	STK38	7e-77	
11176	BAZ2A	7e-77	
9779	TBC1D5	2e-76	
57130	ATP13A1	8e-74	
23293	SMG6	7e-73	
7704	ZBTB16	1.0000000000000001e-72	
10109	ARPC2	3e-66	
54855	TENT5C	3e-65	
54879	ST7L	6e-65	
23199	GSE1	6.999999999999999e-62	
5899	RALB	2e-61	
2113	ETS1	1e-59	
196740	VSTM4	9e-59	
1373	CPS1	7e-56	
3480	IGF1R	4e-55	
3659	IRF1	2.9999999999999995e-54	
2938	GSTA1	3.9999999999999995e-54	
161882	ZFPM1	3e-53	
164656	TMPRSS6	6e-53	
80762	NDFIP1	9e-53	
948	CD36	2e-51	
6764	DENND2B	5e-51	
79774	GRTP1	3e-50	
2078	ERG	7e-50	
375033	PEAR1	3e-49	
2812	GP1BB	4e-48	
81704	DOCK8	6e-48	
5978	REST	2.9999999999999997e-47	
4815	NINJ2	4.999999999999999e-44	
57609	DIP2B	2e-43	
23495	TNFRSF13B	3e-43	
81	ACTN4	5e-43	
9727	RAB11FIP3	7e-43	
9734	HDAC9	6.999999999999999e-42	
2590	GALNT2	9e-42	
3842	TNPO1	2e-40	
4084	MXD1	2.9999999999999998e-40	
23095	KIF1B	4e-40	
3705	ITPK1	9e-40	
2122	MECOM	3e-39	
153830	RNF145	5.0000000000000005e-39	
10658	CELF1	6e-39	
26330	GAPDHS	4e-38	
23236	PLCB1	5e-38	
2768	GNA12	1e-37	
375449	MAST4	1e-37	
6484	ST3GAL4	5.0000000000000005e-37	
7297	TYK2	8e-37	
345275	HSD17B13	9e-37	
5794	PTPRH	5e-36	
472	ATM	2.0000000000000003e-34	
5062	PAK2	9e-34	
51530	ZC3HC1	2e-33	
6497	SKI	4e-33	
10198	MPHOSPH9	6e-33	
1997	ELF1	9.999999999999999e-33	
124540	MSI2	1.9999999999999998e-32	
4650	MYO9B	3e-32	
7409	VAV1	3.0000000000000003e-31	
1435	CSF1	1.0000000000000001e-29	
91181	NUP210L	1.0000000000000001e-29	
84790	TUBA1C	2.0000000000000002e-29	
8527	DGKD	8.000000000000001e-29	
9938	ARHGAP25	3e-28	
64236	PDLIM2	5e-28	
57688	ZSWIM6	5e-28	
11216	AKAP10	6e-28	
8654	PDE5A	3e-27	
10335	IRAG1	4e-27	
596	BCL2	4e-27	
8140	SLC7A5	7e-27	
57484	RNF150	9.999999999999999e-27	
55619	DOCK10	1.9999999999999998e-26	
127	ADH4	1.9999999999999998e-26	
28951	TRIB2	3e-26	
647087	STMP1	3e-26	
6850	SYK	4.9999999999999996e-26	
10428	CFDP1	7e-26	
7874	USP7	9e-26	
55311	ZNF444	3e-25	
29941	PKN3	3e-24	
8528	DDO	6e-24	
10644	IGF2BP2	7.000000000000001e-24	
219654	ZCCHC24	2.0000000000000002e-23	
22874	PLEKHA6	3e-23	
2115	ETV1	3e-23	
4286	MITF	4.0000000000000004e-23	
710	SERPING1	4.0000000000000004e-23	
57091	CASS4	5e-23	
4985	OPRD1	6e-23	
57488	ESYT2	7.000000000000001e-23	
56987	BBX	8.000000000000001e-23	
11030	RBPMS	1e-22	
23143	LRCH1	1e-22	
51684	SUFU	1e-22	
63976	PRDM16	2e-22	
23240	TMEM131L	6e-22	
147798	TMC4	7e-22	
482	ATP1B2	9e-22	
4330	MN1	1e-21	
25	ABL1	2e-21	
4690	NCK1	6e-21	
147372	CCBE1	6e-21	
5581	PRKCE	7e-21	
64427	TTC31	1e-20	
84289	ING5	6e-20	
130026	ICA1L	6e-20	
1909	EDNRA	8e-20	
4067	LYN	1e-19	
84159	ARID5B	1e-19	
9497	SLC4A7	1e-19	
79961	DENND2D	2e-19	
84059	ADGRV1	3e-19	
60485	SAV1	4e-19	
55785	FGD6	5e-19	
55643	BTBD2	5e-19	
374655	ZNF710	6e-19	
388650	DIPK1A	9e-19	
23365	ARHGEF12	1e-18	
25942	SIN3A	2e-18	
10320	IKZF1	5e-18	
8631	SKAP1	6e-18	
165324	UBXN2A	7e-18	
80205	CHD9	7e-18	
26153	KIF26A	7e-18	
23224	SYNE2	1e-17	
9031	BAZ1B	1e-17	
64798	DEPTOR	2e-17	
2057	EPOR	2e-17	
51752	ERAP1	2e-17	
132	ADK	4e-17	
23052	ENDOD1	5e-17	
1602	DACH1	6e-17	
4782	NFIC	9e-17	
23299	BICD2	1e-16	
29940	DSE	1e-16	
55214	P3H2	2e-16	
55127	HEATR1	2e-16	
10625	IVNS1ABP	2e-16	
83641	FAM107B	4e-16	
91452	ACBD5	4e-16	
9050	PSTPIP2	7e-16	
64651	CSRNP1	7e-16	
9844	ELMO1	8e-16	
284358	MAMSTR	1e-15	
80853	KDM7A	2e-15	
1956	EGFR	3e-15	
10673	TNFSF13B	3e-15	
51523	CXXC5	3e-15	
23039	XPO7	3e-15	
27146	FAM184B	3e-15	
79991	STN1	4e-15	
152815	THAP6	4e-15	
5336	PLCG2	7e-15	
57494	RIMKLB	7e-15	
51703	ACSL5	8e-15	
29091	STXBP6	8e-15	
5711	PSMD5	9e-15	
23476	BRD4	9e-15	
8202	NCOA3	1e-14	
5625	PRODH	2e-14	
51741	WWOX	2e-14	
7064	THOP1	3e-14	
6251	RSU1	3e-14	
89795	NAV3	3e-14	
11214	AKAP13	3e-14	
5361	PLXNA1	3e-14	
2138	EYA1	4e-14	
22797	TFEC	4e-14	
832	CAPZB	5e-14	
4601	MXI1	2e-13	
26137	ZBTB20	2e-13	
8894	EIF2S2	2e-13	
57142	RTN4	2e-13	
64324	NSD1	2e-13	
54828	BCAS3	2e-13	
7091	TLE4	2e-13	
56829	ZC3HAV1	2e-13	
5778	PTPN7	3e-13	
5023	P2RX1	4e-13	
5265	SERPINA1	4e-13	
9470	EIF4E2	5e-13	
27071	DAPP1	5e-13	
64855	NIBAN2	5e-13	
55843	ARHGAP15	6e-13	
79895	ATP8B4	6e-13	
3205	HOXA9	7e-13	
23677	SH3BP4	8e-13	
51312	SLC25A37	8e-13	
5728	PTEN	8e-13	
57337	SENP7	9e-13	
23558	WBP2	9e-13	
10846	PDE10A	1e-12	
5570	PKIB	1e-12	
10666	CD226	1e-12	
653583	PHLDB3	1e-12	
29966	STRN3	2e-12	
26009	ZZZ3	2e-12	
2207	FCER1G	2e-12	
56776	FMN2	2e-12	
132660	LIN54	3e-12	
79729	SH3D21	3e-12	
84717	HDGFL2	3e-12	
3174	HNF4G	3e-12	
6515	SLC2A3	3e-12	
4627	MYH9	4e-12	
23264	ZC3H7B	4e-12	
637	BID	4e-12	
23648	SSBP3	4e-12	
23075	SWAP70	5e-12	
25966	C2CD2	5e-12	
94	ACVRL1	6e-12	
11322	TMC6	6e-12	
8609	KLF7	8e-12	
9466	IL27RA	9e-12	
55201	MAP1S	1e-11	
5297	PI4KA	1e-11	
2998	GYS2	1e-11	
5447	POR	2e-11	
256227	STEAP1B	2e-11	
1021	CDK6	2e-11	
51067	YARS2	2e-11	
54847	SIDT1	2e-11	
22904	SBNO2	2e-11	
6238	RRBP1	2e-11	
775	CACNA1C	3e-11	
9792	SERTAD2	3e-11	
57419	SLC24A3	3e-11	
5286	PIK3C2A	3e-11	
129685	TAF8	3e-11	
1398	CRK	4e-11	
252983	STXBP4	4e-11	
81327	OR4A16	4e-11	
151230	KLHL23	4e-11	
23196	FAM120A	4e-11	
8091	HMGA2	4e-11	
83758	RBP5	5e-11	
7227	TRPS1	5e-11	
84310	C7orf50	9e-11	
5340	PLG	1e-10	
6789	STK4	1e-10	
54926	UBE2R2	1e-10	
8621	CDK13	1e-10	
1728	NQO1	1e-10	
84626	KRBA1	1e-10	
57710	KIAA1614	2e-10	
338	APOB	2e-10	
100507650	RNF212B	2e-10	
51429	SNX9	3e-10	
124045	SPATA33	4e-10	
140686	WFDC3	4e-10	
201501	ZBTB7C	5e-10	
51131	PHF11	5e-10	
3190	HNRNPK	6e-10	
