Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.211927
2646	GCKR	5e-88	0.0930103
338	APOB	2e-76	0.104434
85440	DOCK7	2e-51	0.0742921
51129	ANGPTL4	1e-46	0.234436
57794	SUGP1	9e-35	0.106452
341	APOC1	1e-22	0.0529539
7158	TP53BP1	5e-21	0.136806
4023	LPL	1e-20	0.161784
2590	GALNT2	2e-20	0.0433493
146894	CD300LG	4e-18	0.113026
4018	LPA	3e-17	0.107469
84870	RSPO3	6e-16	0.0370955
221037	JMJD1C	4e-14	0.0346008
3083	HGFAC	6e-14	0.0355871
4299	AFF1	6e-14	0.0351549
8289	ARID1A	3e-13	0.111898
350	APOH	2e-11	0.0897893
80790	CMIP	2e-10	0.0317076
53345	TM6SF2	2e-10	0.132782
6804	STX1A	3e-10	0.0665533
54536	EXOC6	3e-10	0.0293785
