Entrez	Gene Symbol	P-value	Beta
348	APOE	7.000000000000001e-124	0.205193
4023	LPL	6.000000000000001e-75	0.142782
2646	GCKR	4e-61	0.0794036
3949	LDLR	7e-56	0.113987
53345	TM6SF2	3e-52	0.136057
85440	DOCK7	6e-48	0.0737504
1952	CELSR2	1e-40	0.0754908
51085	MLXIPL	6e-35	0.0721378
10452	TOMM40	3e-19	0.128535
4018	LPA	4e-18	0.0500117
3250	HPR	4e-15	0.0472497
3083	HGFAC	6e-14	0.0365268
64241	ABCG8	4e-13	0.0365872
22837	COBLL1	4e-12	0.0333989
2590	GALNT2	9e-12	0.0328772
7158	TP53BP1	1e-11	0.10132
3482	IGF2R	3e-11	0.0587156
4690	NCK1	4e-10	0.0361172
4299	AFF1	6e-10	0.0298215
