Entrez	Gene Symbol	Ensembl ID	P-value
1071	CETP	ENSG00000087237	0.0
4318	MMP9	ENSG00000100985	8.41e-121
345	APOC3	ENSG00000110245	3.28e-94
335	APOA1	ENSG00000118137	1.42e-93
5476	CTSA	ENSG00000064601	4.96e-58
140831	ZSWIM3	ENSG00000132801	9.2e-54
4023	LPL	ENSG00000175445	3.32e-50
949	SCARB1	ENSG00000073060	1.86e-46
51085	MLXIPL	ENSG00000009950	3.04e-43
3990	LIPC	ENSG00000166035	1.13e-39
9031	BAZ1B	ENSG00000009954	2.8099999999999997e-38
5049	PAFAH1B2	ENSG00000168092	1.9300000000000002e-29
5360	PLTP	ENSG00000100979	1.07e-28
337	APOA4	ENSG00000110244	1.09e-28
10005	ACOT8	ENSG00000101473	1.7e-26
280664	WFDC10B	ENSG00000182931	5.46e-24
84226	C2orf16	ENSG00000221843	2.64e-22
11321	GPN1	ENSG00000198522	1.4700000000000001e-21
9709	HERPUD1	ENSG00000051108	3.12e-20
63925	ZNF335	ENSG00000198026	1.45e-19
10816	SPINT3	ENSG00000101446	2.02e-18
116519	APOA5	ENSG00000110243	6.33e-18
391253	SPINT4	ENSG00000149651	1.68e-17
8882	ZPR1	ENSG00000109917	2.51e-17
22837	COBLL1	ENSG00000082438	3.62e-17
146894	CD300LG	ENSG00000161649	4.4e-17
259240	WFDC9	ENSG00000180205	1.72e-16
57468	SLC12A5	ENSG00000124140	3.33e-16
8890	EIF2B4	ENSG00000115211	4e-16
6559	SLC12A3	ENSG00000070915	2.11e-15
84811	BUD13	ENSG00000137656	5.88e-15
26160	IFT172	ENSG00000138002	1.89e-14
140825	NEURL2	ENSG00000124257	2.9e-14
255738	PCSK9	ENSG00000169174	1.26e-13
432	ASGR1	ENSG00000141505	1.77e-13
140686	WFDC3	ENSG00000124116	4.2e-13
9507	ADAMTS4	ENSG00000158859	5.45e-13
8567	MADD	ENSG00000110514	7.04e-13
90204	ZSWIM1	ENSG00000168612	2.01e-12
9388	LIPG	ENSG00000101670	4.32e-12
3931	LCAT	ENSG00000213398	1.87e-11
55861	DBNDD2	ENSG00000244274	1.95e-11
338	APOB	ENSG00000084674	2.51e-11
10062	NR1H3	ENSG00000025434	7.54e-11
53	ACP2	ENSG00000134575	1.33e-10
5140	PDE3B	ENSG00000152270	1.73e-10
10948	STARD3	ENSG00000131748	1.78e-10
54905	CYP2W1	ENSG00000073067	1.87e-10
5444	PON1	ENSG00000005421	2.61e-10
127	ADH4	ENSG00000198099	7.29e-10
57678	GPAM	ENSG00000119927	1.14e-09
55062	WIPI1	ENSG00000070540	1.98e-09
83650	SLC35G5	ENSG00000285084	2.55e-09
6927	HNF1A	ENSG00000135100	3.16e-09
80212	CCDC92	ENSG00000275035	3.29e-09
587	BCAT2	ENSG00000105552	4.08e-09
9026	HIP1R	ENSG00000130787	4.19e-09
2064	ERBB2	ENSG00000141736	4.46e-09
5331	PLCB3	ENSG00000149782	4.57e-09
57159	TRIM54	ENSG00000138100	4.61e-09
3172	HNF4A	ENSG00000101076	6.39e-09
79797	ZNF408	ENSG00000175213	6.66e-09
2147	F2	ENSG00000180210	6.9e-09
8411	EEA1	ENSG00000102189	4.71e-07
10863	ADAM28	ENSG00000042980	4.72e-07
