Entrez	Gene Symbol	Ensembl ID	P-value
116519	APOA5	ENSG00000110243	1.16e-124
345	APOC3	ENSG00000110245	2.69e-85
4023	LPL	ENSG00000175445	1.51e-69
84811	BUD13	ENSG00000137656	2.82e-53
11183	MAP4K5	ENSG00000012983	1.26e-38
51085	MLXIPL	ENSG00000009950	1.97e-37
337	APOA4	ENSG00000110244	2.01e-35
8890	EIF2B4	ENSG00000115211	1.05e-17
29959	NRBP1	ENSG00000115216	2.33e-15
9031	BAZ1B	ENSG00000009954	8.45e-15
26160	IFT172	ENSG00000138002	7.48e-14
23387	SIK3	ENSG00000160584	1.92e-12
64838	FNDC4	ENSG00000115226	6.35e-12
81566	CSRNP2	ENSG00000110925	7.15e-10
5496	PPM1G	ENSG00000115241	7.58e-07
