Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.5938
3949	LDLR	6e-187	0.1879
255738	PCSK9	3e-184	0.4216
64241	ABCG8	6.999999999999999e-42	0.0613
19	ABCA1	3e-32	0.0553
9415	FADS2	8e-31	0.0474
23383	MAU2	3e-29	0.0929
5265	SERPINA1	8.000000000000001e-29	0.1691
8854	ALDH1A2	3e-27	0.0445
8701	DNAH11	2e-21	0.0457
23461	ABCA5	2e-19	0.1433
126695	KDF1	2e-19	0.1156
2646	GCKR	8e-19	0.0368
29881	NPC1L1	4e-18	0.0471
3482	IGF2R	1e-16	0.0642
29116	MYLIP	1e-15	0.0329
55219	MACO1	5e-15	0.0317
6484	ST3GAL4	2e-13	0.0415
57523	NYNRIN	6e-12	0.0275
350	APOH	7e-12	0.0964
85440	DOCK7	9e-12	0.0287
85363	TRIM5	1e-11	0.0498
144108	SPTY2D1	2e-11	0.0288
7629	ZNF76	3e-11	0.0353
160897	GPR180	6e-11	0.031
675	BRCA2	8e-11	0.0268
10444	ZER1	2e-10	0.0403
5468	PPARG	2e-10	0.0258
54520	CCDC93	3e-10	0.0493
3172	HNF4A	4e-10	0.0711
1742	DLG4	5e-10	0.2314
