Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-161	0.112905
2646	GCKR	8e-94	0.0830756
23042	PDXDC1	3e-82	0.0834033
85440	DOCK7	3e-66	0.0714004
1374	CPT1A	7e-54	0.122179
9388	LIPG	1e-19	0.157178
4018	LPA	3e-18	0.142069
3990	LIPC	3e-16	0.368596
1952	CELSR2	2e-14	0.0370395
116519	APOA5	9e-14	0.170011
284058	KANSL1	4e-13	0.0345078
1559	CYP2C9	2e-11	0.033166
1937	EEF1G	2e-11	0.181951
19	ABCA1	1e-10	0.0387593
1109	AKR1C4	2e-10	0.0352443
57572	DOCK6	3e-10	0.0674466
255738	PCSK9	4e-10	0.0941458
101928243	DARS1-AS1	2e-09	0.0264162
3619	INCENP	2e-09	0.138724
825	CAPN3	3e-09	0.0886124
147798	TMC4	5e-09	0.02347
6927	HNF1A	9e-09	0.0235143
51129	ANGPTL4	1e-08	0.0808973
6484	ST3GAL4	2e-08	0.0326453
11079	RER1	2e-08	0.0222705
2222	FDFT1	5e-08	0.0232623
441250	TYW1B	5e-08	0.0654256
