Entrez	Gene Symbol	Ensembl ID	P-value
7273	TTN	ENSG00000155657	4.97e-21
8521	GCM1	ENSG00000137270	9.33e-07
56832	IFNK	ENSG00000147896	1.35e-06
8754	ADAM9	ENSG00000282230	3.82e-06
8823	FGF16	ENSG00000196468	5.23e-06
1511	CTSG	ENSG00000100448	9.45e-06
84290	CAPNS2	ENSG00000256812	1.28e-05
100132476	KRTAP4-7	ENSG00000240871	1.47e-05
4000	LMNA	ENSG00000160789	1.58e-05
28992	MACROD1	ENSG00000133315	1.77e-05
285231	FBXW12	ENSG00000164049	2.71e-05
85302	FBF1	ENSG00000188878	3.33e-05
114789	SLC25A25	ENSG00000148339	3.58e-05
221806	VWDE	ENSG00000146530	3.78e-05
717	C2	ENSG00000235696	4.28e-05
79947	DHDDS	ENSG00000117682	4.41e-05
80133	MROH9	ENSG00000117501	4.71e-05
1262	CNGA4	ENSG00000132259	4.82e-05
55809	TRERF1	ENSG00000124496	5.03e-05
6546	SLC8A1	ENSG00000183023	5.18e-05
3268	AGFG2	ENSG00000106351	5.37e-05
171023	ASXL1	ENSG00000171456	5.38e-05
81578	COL21A1	ENSG00000124749	7.31e-05
55846	ITFG2	ENSG00000111203	7.62e-05
342931	RFPL4A	ENSG00000223638	7.69e-05
1747	DLX3	ENSG00000064195	8.21e-05
51090	PLLP	ENSG00000102934	8.36e-05
50674	NEUROG3	ENSG00000122859	8.87e-05
