Entrez	Gene Symbol	P-value	Beta
5119	CHMP1A	2e-67	0.28426015
55920	RCC2	9e-61	0.18210195
7053	TGM3	1e-59	0.21616812
81037	CLPTM1L	8e-48	0.16071156
841	CASP8	7e-47	0.17051235
22913	RALY	3e-45	0.23675537
26166	RGS22	1e-33	0.19327906
7299	TYR	5e-33	0.13851997
27086	FOXP1	3e-29	0.12225858
7157	TP53	8e-27	0.45094877
3852	KRT5	3e-25	0.19515395
51151	SLC45A2	4.0000000000000004e-23	0.4148334
54796	BNC2	1e-21	0.25755212
3117	HLA-DQA1	4e-21	0.10671105
2036	EPB41L1	4e-20	0.16532716
60468	BACH2	3e-17	0.12350243
65986	ZBTB10	1e-16	0.11811678
11116	CEP43	2e-13	0.090165034
54504	CPVL	5e-13	0.24633466
7015	TERT	2e-12	0.082587235
1545	CYP1B1	4e-12	0.09940242
4026	LPP	1e-11	0.07445099
55691	FRMD4A	4e-10	0.07104762
84501	SPIRE2	1e-09	0.115490526
283234	CCDC88B	2e-09	0.068596356
22904	SBNO2	2e-09	0.07574728
1520	CTSS	3e-09	0.11087466
122953	JDP2	4e-09	0.0647101
100130988	SPMIP7	5e-09	0.06472312
7421	VDR	6e-09	0.063426755
4345	CD200	1e-08	0.062296454
54849	DEF8	1e-08	0.16098747
64759	TNS3	1e-08	0.061821047
51168	MYO15A	2e-08	0.061857767
23221	RHOBTB2	2e-08	0.06730701
140901	STK35	3e-08	0.062399168
55770	EXOC2	4e-08	0.06670679
