Entrez	Gene Symbol	P-value	Beta
79068	FTO	1e-313	0.0625
7021	TFAP2B	3e-109	0.0377
109	ADCY3	1e-96	0.0278
64116	SLC39A8	2e-94	0.0522
2696	GIPR	5e-90	0.033
23788	MTCH2	1e-78	0.0257
4160	MC4R	2e-78	0.0996
1608	DGKG	7e-74	0.0329
23211	ZC3H4	1e-68	0.025
9369	NRXN3	2e-68	0.0276
5607	MAP2K5	4e-65	0.0271
29945	ANAPC4	8e-62	0.026
149345	SHISA4	1e-58	0.0223
115	ADCY9	9e-57	0.0249
4486	MST1R	3e-56	0.0211
54887	BLTP3A	4e-55	0.0219
3092	HIP1	1e-53	0.0229
83873	GPR61	2e-53	0.0615
9344	TAOK2	5e-50	0.0228
348	APOE	2.0000000000000003e-49	0.03
54805	CNNM2	2e-44	0.034
23373	CRTC1	1e-40	0.0211
65125	WNK1	3e-39	0.0239
5922	RASA2	1e-36	0.0385
9472	AKAP6	2e-36	0.0166
10207	PATJ	4e-36	0.0327
2272	FHIT	1e-35	0.0184
84148	KAT8	2.0000000000000003e-34	0.0184
203238	CCDC171	2e-33	0.0176
8028	MLLT10	5e-33	0.0195
339479	BRINP3	9.999999999999999e-33	0.0176
84871	AGBL4	1.9999999999999998e-32	0.0162
374470	C12orf42	4.999999999999999e-32	0.0193
55024	BANK1	7e-32	0.0187
9866	TRIM66	8.999999999999999e-32	0.0161
64839	FBXL17	1e-31	0.024
6886	TAL1	4e-31	0.0171
10642	IGF2BP1	5e-30	0.0186
2971	GTF3A	2.0000000000000002e-29	0.0164
84171	LOXL4	3e-29	0.0156
57578	UNC79	9.999999999999999e-29	0.0194
23322	RPGRIP1L	9.999999999999999e-29	0.0233
23112	TNRC6B	1.9999999999999997e-28	0.0165
54858	PGPEP1	3.9999999999999994e-28	0.0183
253559	CADM2	3.9999999999999994e-28	0.0172
5915	RARB	6e-28	0.0162
204474	PDILT	2e-27	0.0143
5649	RELN	2e-27	0.0162
92312	MEX3A	3e-27	0.0265
744	MPPED2	6e-27	0.017
124274	GPR139	3e-26	0.0194
406	BMAL1	3.9999999999999996e-26	0.015
5468	PPARG	4.9999999999999996e-26	0.0215
16	AARS1	7e-26	0.016
9863	MAGI2	7e-26	0.0166
26289	AK5	3e-25	0.016
