Entrez	Gene Symbol	P-value	Beta
3043	HBB	4e-69	1.572
28	ABO	9e-21	0.305
493	ATP2B4	1e-11	0.401
89853	MVB12B	1e-08	0.209
22982	DIP2C	8e-08	0.138
27067	STAU2	2e-07	0.215
10924	SMPDL3A	3e-07	0.208
64374	SIL1	4e-07	0.165
64754	SMYD3	4e-07	0.14
154215	NKAIN2	5e-07	0.281
55697	VAC14	6e-07	0.19
3084	NRG1	9e-07	0.263
4702	NDUFA8	9e-07	0.266
55534	MAML3	9e-07	0.252
389643	NUGGC	1e-06	0.13
57480	PLEKHG1	2e-06	0.44
57099	AVEN	3e-06	0.272
2674	GFRA1	3e-06	0.368
23233	EXOC6B	5e-06	0.716
64478	CSMD1	5e-06	0.191
3376	IARS1	6e-06	0.604
6804	STX1A	6e-06	0.465
80235	PIGZ	8e-06	0.403
