Entrez	Gene Symbol	Ensembl ID	P-value
64240	ABCG5	ENSG00000138075	9.86e-15
5244	ABCB4	ENSG00000005471	8.1e-13
81693	AMN	ENSG00000166126	1.88e-06
203228	C9orf72	ENSG00000147894	1.13e-05
124583	CANT1	ENSG00000171302	1.39e-05
219875	OR4D5	ENSG00000171014	2.29e-05
22905	EPN2	ENSG00000072134	2.53e-05
9354	UBE4A	ENSG00000110344	2.58e-05
10795	ZNF268	ENSG00000090612	2.59e-05
6227	RPS21	ENSG00000171858	2.85e-05
10269	ZMPSTE24	ENSG00000084073	3.09e-05
53836	GPR87	ENSG00000138271	3.53e-05
158763	ARHGAP36	ENSG00000147256	4.07e-05
25885	POLR1A	ENSG00000068654	4.26e-05
140890	SREK1	ENSG00000153914	4.67e-05
841	CASP8	ENSG00000064012	4.68e-05
22915	MMRN1	ENSG00000138722	4.72e-05
113419	TEX261	ENSG00000144043	5.13e-05
347168	OR1J1	ENSG00000136834	5.42e-05
3697	ITIH1	ENSG00000055957	5.57e-05
26995	TRUB2	ENSG00000167112	5.66e-05
715	C1R	ENSG00000288512	5.71e-05
2016	EMX1	ENSG00000135638	5.75e-05
130271	PLEKHH2	ENSG00000152527	6.16e-05
51669	SARAF	ENSG00000133872	6.37e-05
138240	C9orf57	ENSG00000204669	6.76e-05
10210	TOPORS	ENSG00000197579	6.99e-05
80267	EDEM3	ENSG00000116406	7.04e-05
4800	NFYA	ENSG00000001167	7.27e-05
7026	NR2F2	ENSG00000185551	7.35e-05
55335	NIPSNAP3B	ENSG00000165028	7.39e-05
10023	FRAT1	ENSG00000165879	7.51e-05
3176	HNMT	ENSG00000150540	7.73e-05
9914	ATP2C2	ENSG00000064270	7.95e-05
283870	BRICD5	ENSG00000182685	8.05e-05
64852	TUT1	ENSG00000149016	8.07e-05
2719	GPC3	ENSG00000147257	8.25e-05
3743	KCNA7	ENSG00000104848	8.33e-05
624	BDKRB2	ENSG00000168398	8.62e-05
3672	ITGA1	ENSG00000213949	9.15e-05
1796	DOK1	ENSG00000115325	9.33e-05
