Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.170477
9688	NUP93	3e-39	0.0966522
4023	LPL	3e-35	0.0870267
9388	LIPG	7e-33	0.221278
949	SCARB1	2e-22	0.044983
51129	ANGPTL4	2e-20	0.140518
6484	ST3GAL4	7e-18	0.0708692
146894	CD300LG	3e-17	0.101819
8567	MADD	1e-15	0.0415746
84310	C7orf50	4e-14	0.0323552
64116	SLC39A8	1e-13	0.0596599
2590	GALNT2	2e-13	0.0321266
158219	TTC39B	2e-13	0.04087
22837	COBLL1	1e-12	0.0307818
19	ABCA1	2e-12	0.033795
3931	LCAT	1e-11	0.0791129
1071	CETP	2e-11	0.0898857
6854	SYN2	4e-11	0.115648
7227	TRPS1	7e-11	0.028432
57678	GPAM	1e-10	0.0304953
220972	MARCHF8	1e-10	0.0321093
57572	DOCK6	2e-10	0.0505577
