Entrez	Gene Symbol	Ensembl ID	P-value
6521	SLC4A1	ENSG00000004939	7.96e-37
6005	RHAG	ENSG00000112077	2.74e-29
7866	IFRD2	ENSG00000214706	1.49e-26
6708	SPTA1	ENSG00000163554	6.1599999999999995e-24
759	CA1	ENSG00000133742	1.67e-16
2766	GMPR	ENSG00000137198	9.62e-14
8877	SPHK1	ENSG00000176170	5.63e-13
388588	SMIM1	ENSG00000235169	4.86e-11
3043	HBB	ENSG00000244734	6.87e-11
5313	PKLR	ENSG00000262785	7.68e-11
2035	EPB41	ENSG00000159023	1.36e-10
10767	HBS1L	ENSG00000112339	1.04e-09
10788	IQGAP2	ENSG00000145703	1.12e-09
6710	SPTB	ENSG00000070182	1.27e-09
9780	PIEZO1	ENSG00000103335	3.15e-09
10107	TRIM10	ENSG00000237703	4.85e-09
