Entrez	Gene Symbol	Ensembl ID	P-value
2322	FLT3	ENSG00000122025	3e-26
729230	CCR2	ENSG00000121807	2e-19
7852	CXCR4	ENSG00000121966	1e-15
2323	FLT3LG	ENSG00000090554	7e-15
23765	IL17RA	ENSG00000177663	1e-14
3845	KRAS	ENSG00000133703	2e-13
4763	NF1	ENSG00000196712	2e-12
8698	S1PR4	ENSG00000125910	5e-12
3394	IRF8	ENSG00000140968	7e-10
23495	TNFRSF13B	ENSG00000240505	7e-10
54790	TET2	ENSG00000168769	1e-09
1238	ACKR2	ENSG00000144648	4e-07
5310	PKD1	ENSG00000008710	1e-06
11318	GPR182	ENSG00000166856	1e-06
8291	DYSF	ENSG00000135636	4e-06
9957	HS3ST1	ENSG00000002587	7e-06
83706	FERMT3	ENSG00000149781	1e-05
64115	VSIR	ENSG00000107738	1e-05
8837	CFLAR	ENSG00000003402	1e-05
9473	THEMIS2	ENSG00000130775	2e-05
10019	SH2B3	ENSG00000111252	2e-05
151112	ZSWIM2	ENSG00000163012	3e-05
93973	ACTR8	ENSG00000113812	3e-05
84166	NLRC5	ENSG00000140853	4e-05
339	APOBEC1	ENSG00000111701	5e-05
2873	GPS1	ENSG00000169727	5e-05
54436	SH3TC1	ENSG00000125089	5e-05
90332	EXOC3L2	ENSG00000283632	7e-05
23108	RAP1GAP2	ENSG00000132359	7e-05
22904	SBNO2	ENSG00000278788	8e-05
5140	PDE3B	ENSG00000152270	8e-05
