Entrez	Gene Symbol	P-value	Beta
3394	IRF8	3e-226	0.1179164
3676	ITGA4	9.999999999999999e-223	0.1143897
2322	FLT3	4e-188	0.4563644
23765	IL17RA	5.9999999999999996e-114	0.581211
597	BCL2A1	5.999999999999999e-97	0.08518855
91662	NLRP12	5e-80	0.08287849
10320	IKZF1	6e-78	0.09516405
1053	CEBPE	3e-53	0.05541895
5159	PDGFRB	2e-46	0.05458993
4055	LTBR	4e-46	0.06151777
4069	LYZ	4e-46	0.1056857
10581	IFITM2	7e-44	0.04962213
2029	ENSA	3e-41	0.0481697
3783	KCNN4	8e-38	0.04723772
6184	RPN1	9e-33	0.1097044
55289	ACOXL	1e-31	0.1446111
55876	GSDMB	2e-31	0.04151507
9586	CREB5	1.9999999999999997e-28	0.04385286
1021	CDK6	6e-28	0.04381826
896	CCND3	8.000000000000001e-28	0.04501707
5329	PLAUR	6e-27	0.05259516
7227	TRPS1	3e-25	0.03755565
1436	CSF1R	7.9999999999999985e-25	0.04043029
54458	PRR13	1e-22	0.2007477
3106	HLA-B	3e-22	0.05609307
9371	KIF3B	3e-22	0.03597901
7704	ZBTB16	2e-20	0.03465779
81671	VMP1	4e-19	0.05853947
5922	RASA2	3e-18	0.03171889
9658	ZNF516	3e-18	0.062905
57533	TBC1D14	8e-18	0.0538722
9256	TSPOAP1	1e-17	0.03417565
3821	KLRC1	1e-16	0.04474119
2308	FOXO1	1e-16	0.03253815
55619	DOCK10	3e-16	0.04037798
23223	RRP12	4e-16	0.03332382
1240	CMKLR1	6e-16	0.02958099
1043	CD52	7e-16	0.03365638
23135	KDM6B	8e-16	0.07074734
54878	DPP8	1e-15	0.0367303
64005	MYO1G	7e-15	0.03833827
23495	TNFRSF13B	1e-14	0.168474
27106	ARRDC2	1e-14	0.03055804
317649	EIF4E3	2e-14	0.03031825
2687	GGT5	3e-14	0.02930582
4026	LPP	5e-14	0.028056
2734	GLG1	6e-14	0.03349513
58513	EPS15L1	4e-13	0.03563354
4046	LSP1	5e-13	0.02670236
6372	CXCL6	5e-13	0.02675622
596	BCL2	7e-13	0.07556674
825	CAPN3	8e-13	0.08823505
22856	CHSY1	9e-13	0.04125107
706	TSPO	1e-12	0.02630196
1441	CSF3R	4e-12	0.02504407
10019	SH2B3	6e-12	0.1450696
60468	BACH2	6e-12	0.02548358
8289	ARID1A	6e-12	0.03296875
9722	NOS1AP	9e-12	0.03324371
57787	MARK4	1e-11	0.02801535
28	ABO	1e-11	0.03631275
53944	CSNK1G1	2e-11	0.03700482
9487	PIGL	3e-11	0.02362921
80205	CHD9	3e-11	0.02827739
3579	CXCR2	5e-11	0.2343691
8844	KSR1	5e-11	0.02368987
8740	TNFSF14	5e-11	0.02873288
9507	ADAMTS4	6e-11	0.02748434
7813	EVI5	7e-11	0.195403
2213	FCGR2B	7e-11	0.03781338
56623	INPP5E	7e-11	0.0234422
10044	SH2D3C	8e-11	0.02339087
56654	NPDC1	1e-10	0.02786265
221037	JMJD1C	1e-10	0.02342068
6934	TCF7L2	1e-10	0.02303407
1879	EBF1	1e-10	0.04014194
10336	PCGF3	2e-10	0.02426741
4794	NFKBIE	2e-10	0.02303609
5937	RBMS1	3e-10	0.02421946
8934	RAB29	4e-10	0.02229253
29072	SETD2	6e-10	0.0304442
9368	NHERF1	7e-10	0.02250925
2651	GCNT2	8e-10	0.02191894
9792	SERTAD2	9e-10	0.02220913
1903	S1PR3	9e-10	0.05759686
4790	NFKB1	1e-09	0.02248531
154313	CFAP206	1e-09	0.02185332
8698	S1PR4	2e-09	0.03247049
4784	NFIX	2e-09	0.05671791
23030	KDM4B	3e-09	0.02226901
9034	CCRL2	3e-09	0.02164235
340900	EBLN1	3e-09	0.02443522
118788	PIK3AP1	3e-09	0.02716052
8743	TNFSF10	5e-09	0.05353311
2078	ERG	5e-09	0.1069089
