Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.547
3949	LDLR	2e-164	0.1757
255738	PCSK9	8e-161	0.3937
5265	SERPINA1	2e-44	0.2121
64241	ABCG8	6e-41	0.0604
19	ABCA1	6e-41	0.0627
2646	GCKR	9.000000000000001e-29	0.0461
23383	MAU2	9.999999999999999e-29	0.0915
9415	FADS2	6e-26	0.0432
6311	ATXN2	3e-22	0.0396
3250	HPR	5e-22	0.0473
8854	ALDH1A2	2e-21	0.039
8701	DNAH11	3e-19	0.0431
126695	KDF1	1e-18	0.1129
9103	FCGR2C	1e-18	0.0377
23461	ABCA5	2e-17	0.1349
29881	NPC1L1	3e-17	0.0457
3482	IGF2R	5e-16	0.0635
23495	TNFRSF13B	3e-15	0.0504
55219	MACO1	2e-14	0.0309
29116	MYLIP	4e-14	0.0324
85440	DOCK7	2e-13	0.0309
6484	ST3GAL4	2e-12	0.0395
57523	NYNRIN	2e-11	0.0268
1742	DLG4	4e-11	0.2453
144108	SPTY2D1	1e-10	0.0276
350	APOH	1e-10	0.0909
3172	HNF4A	1e-10	0.0733
5468	PPARG	2e-10	0.0258
54899	PXK	2e-10	0.0447
6205	RPS11	2e-10	0.0346
64757	MTARC1	4e-10	0.0269
160897	GPR180	6e-10	0.0292
10444	ZER1	6e-10	0.0391
54520	CCDC93	7e-10	0.0483
675	BRCA2	1e-09	0.0251
85363	TRIM5	1e-09	0.0447
