Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	2.76e-137
4023	LPL	ENSG00000175445	3.07e-136
345	APOC3	ENSG00000110245	3.17e-114
116519	APOA5	ENSG00000110243	1.29e-103
8882	ZPR1	ENSG00000109917	1.53e-100
84811	BUD13	ENSG00000137656	2.67e-91
338	APOB	ENSG00000084674	2.39e-86
51085	MLXIPL	ENSG00000009950	8.28e-78
9031	BAZ1B	ENSG00000009954	1.05e-65
348	APOE	ENSG00000130203	1.47e-63
84226	C2orf16	ENSG00000221843	1.55e-63
11321	GPN1	ENSG00000198522	8.79e-60
5049	PAFAH1B2	ENSG00000168092	3.18e-47
8890	EIF2B4	ENSG00000115211	2.88e-39
26160	IFT172	ENSG00000138002	1.16e-37
3990	LIPC	ENSG00000166035	2.67e-36
4018	LPA	ENSG00000198670	1.38e-24
27329	ANGPTL3	ENSG00000132855	3.98e-23
113201	GOLM2	ENSG00000166734	4.08e-22
8884	SLC5A6	ENSG00000138074	1.06e-20
26762	HAVCR1	ENSG00000113249	4.19e-20
1463	NCAN	ENSG00000130287	8.63e-19
5140	PDE3B	ENSG00000152270	8.41e-15
84277	DNAJC30	ENSG00000176410	1.09e-14
26291	FGF21	ENSG00000105550	1.82e-14
22837	COBLL1	ENSG00000082438	2.12e-14
2524	FUT2	ENSG00000176920	7.51e-14
6580	SLC22A1	ENSG00000175003	3.43e-13
221037	JMJD1C	ENSG00000171988	3.75e-12
284358	MAMSTR	ENSG00000176909	3.86e-12
4299	AFF1	ENSG00000172493	2.5e-11
146894	CD300LG	ENSG00000161649	5.77e-11
54854	FAM83E	ENSG00000105523	1.09e-10
25764	HYPK	ENSG00000242028	1.3e-10
161497	STRC	ENSG00000242866	3.03e-10
3626	INHBC	ENSG00000175189	3.2e-10
51374	ATRAID	ENSG00000138085	4.07e-10
9836	LCMT2	ENSG00000168806	7.43e-10
80237	ELL3	ENSG00000128886	9.37e-10
2923	PDIA3	ENSG00000167004	1.34e-09
117155	CATSPER2	ENSG00000166762	2.03e-09
80212	CCDC92	ENSG00000275035	2.51e-09
7158	TP53BP1	ENSG00000067369	3.95e-09
126695	KDF1	ENSG00000175707	9.18e-09
51129	ANGPTL4	ENSG00000167772	1.07e-08
