Entrez	Gene Symbol	P-value	Beta
4018	LPA	1e-153	0.3122
221692	PHACTR1	2.9999999999999996e-76	0.1072
6597	SMARCA4	2e-36	0.1157
10933	MORF4L1	5e-36	0.0636
348	APOE	2e-35	0.1368
55759	WDR12	9.999999999999999e-33	0.1054
375056	MIA3	6e-28	0.0699
8613	PLPP3	8.000000000000001e-28	0.096
6311	ATXN2	4e-27	0.0643
5045	FURIN	9.999999999999999e-27	0.0559
2982	GUCY1A1	3e-23	0.0643
1284	COL4A2	4.0000000000000004e-23	0.0596
255738	PCSK9	2e-22	0.2406
3988	LIPA	2e-21	0.0559
4846	NOS3	1e-20	0.1071
949	SCARB1	2e-18	0.0655
64241	ABCG8	2e-18	0.0492
22808	MRAS	2e-17	0.0644
7040	TGFB1	2e-17	0.0484
57608	JCAD	2e-17	0.0543
23293	SMG6	4e-17	0.0469
4088	SMAD3	6e-17	0.0576
23092	ARHGAP26	7e-17	0.043
10428	CFDP1	2e-16	0.0479
1012	CDH13	2e-16	0.0557
22834	ZNF652	2e-15	0.048
344758	GPR149	3e-15	0.0642
10274	STAG1	6e-15	0.0489
3570	IL6R	7e-15	0.0395
490	ATP2B1	9e-15	0.0558
7372	UMPS	1e-14	0.0639
28	ABO	2e-14	0.0554
55201	MAP1S	1e-13	0.0511
717	C2	3e-13	0.0413
85363	TRIM5	6e-13	0.0782
116519	APOA5	7e-13	0.0692
5336	PLCG2	9e-13	0.0367
55785	FGD6	1e-12	0.0747
7145	TNS1	2e-12	0.037
481	ATP1B1	3e-12	0.0362
23075	SWAP70	6e-12	0.0391
10544	PROCR	7e-12	0.0573
23263	MCF2L	8e-12	0.0398
8645	KCNK5	8e-12	0.0413
649	BMP1	1e-11	0.0784
399909	PCNX3	2e-11	0.0403
81619	TSPAN14	2e-11	0.042
9785	DHX38	3e-11	0.0352
152273	FGD5	3e-11	0.0379
2321	FLT1	5e-11	0.036
871	SERPINH1	5e-11	0.0466
5175	PECAM1	6e-11	0.033
143872	ARHGAP42	7e-11	0.0368
5654	HTRA1	8e-11	0.0332
25802	LMOD1	1e-10	0.0359
153020	RASGEF1B	2e-10	0.039
57619	SHROOM3	2e-10	0.0336
51129	ANGPTL4	4e-10	0.1402
716	C1S	6e-10	0.0514
128611	ZNF831	8e-10	0.0518
9570	GOSR2	8e-10	0.0469
153090	DAB2IP	8e-10	0.0355
54828	BCAS3	9e-10	0.0443
64778	FNDC3B	1e-09	0.0358
63976	PRDM16	1e-09	0.0514
56911	MAP3K7CL	4e-09	0.0393
63925	ZNF335	4e-09	0.0424
22864	R3HDM2	5e-09	0.036
57480	PLEKHG1	6e-09	0.0537
64761	PARP12	7e-09	0.0338
2648	KAT2A	7e-09	0.0423
8633	UNC5C	8e-09	0.0386
5581	PRKCE	8e-09	0.0332
406	BMAL1	9e-09	0.0351
5978	REST	1e-08	0.0399
23051	ZHX3	1e-08	0.0372
8379	MAD1L1	2e-08	0.036
54664	TMEM106B	3e-08	0.0327
23022	PALLD	3e-08	0.0311
1080	CFTR	4e-08	0.0283
83605	CCM2	4e-08	0.0567
5926	ARID4A	4e-08	0.0283
2289	FKBP5	5e-08	0.0482
