Entrez	Gene Symbol	P-value	Beta
4211	MEIS1	3e-53	0.025
10562	OLFM4	3e-37	0.012
257194	NEGR1	1e-31	0.012
5045	FURIN	3.0000000000000003e-31	0.011
140688	NOL4L	1.9999999999999997e-28	0.011
64116	SLC39A8	7.000000000000001e-24	0.017
93986	FOXP2	1.0000000000000001e-23	0.009
54542	RC3H2	2.0000000000000002e-23	0.013
6925	TCF4	2.0000000000000002e-23	0.009
57605	PITPNM2	2.0000000000000002e-23	0.011
23196	FAM120A	3e-21	0.009
491	ATP2B2	6e-21	0.009
55206	SBNO1	6e-21	0.013
117283	IP6K3	3e-20	0.012
114781	BTBD9	4e-20	0.009
6299	SALL1	4e-20	0.01
2775	GNAO1	9e-20	0.009
54927	CHCHD3	9e-20	0.009
57113	TRPC7	9e-20	0.013
254359	ZDHHC24	1e-19	0.01
339479	BRINP3	2e-19	0.009
6622	SNCA	2e-19	0.009
23007	PLCH1	2e-19	0.01
10125	RASGRP1	2e-19	0.009
388135	INSYN1	3e-19	0.008
2890	GRIA1	6e-19	0.008
23264	ZC3H7B	8e-19	0.009
5371	PML	1e-18	0.01
5101	PCDH9	3e-18	0.008
4836	NMT1	8e-18	0.008
197335	WDR90	8e-18	0.008
5138	PDE2A	1e-17	0.014
200942	KLHDC8B	2e-17	0.008
1630	DCC	2e-17	0.008
387893	KMT5A	3e-17	0.009
92017	SNX29	7e-17	0.008
10293	TRAIP	8e-17	0.008
8079	MLF2	8e-17	0.014
389421	LIN28B	1e-16	0.008
89	ACTN3	1e-16	0.01
283455	KSR2	2e-16	0.008
23613	ZMYND8	2e-16	0.008
100526737	RBM14-RBM4	2e-16	0.008
64067	NPAS3	2e-16	0.01
53942	CNTN5	3e-16	0.008
5334	PLCL1	3e-16	0.008
80816	ASXL3	3e-16	0.008
81624	DIAPH3	4e-16	0.016
6688	SPI1	4e-16	0.008
3831	KLC1	4e-16	0.008
130940	CCDC148	5e-16	0.009
1946	EFNA5	6e-16	0.011
22986	SORCS3	7e-16	0.008
57477	SHROOM4	8e-16	0.025
55024	BANK1	9e-16	0.014
266727	MDGA1	9e-16	0.008
5079	PAX5	1e-15	0.008
6405	SEMA3F	1e-15	0.007
57504	MTA3	2e-15	0.008
339834	IHO1	2e-15	0.014
3710	ITPR3	2e-15	0.008
83989	ARB2A	3e-15	0.009
113026	PLCD3	3e-15	0.007
221935	SDK1	3e-15	0.023
5253	PHF2	3e-15	0.008
8028	MLLT10	4e-15	0.008
22871	NLGN1	4e-15	0.009
2262	GPC5	4e-15	0.009
169714	QSOX2	5e-15	0.008
22915	MMRN1	5e-15	0.007
5789	PTPRD	6e-15	0.008
130132	RFTN2	8e-15	0.007
4640	MYO1A	1e-14	0.008
57711	ZNF529	1e-14	0.009
7299	TYR	1e-14	0.007
115708	TRMT61A	1e-14	0.007
84300	UQCC2	1e-14	0.007
10973	ASCC3	1e-14	0.007
389432	SAMD5	1e-14	0.008
5514	PPP1R10	2e-14	0.019
9197	SLC33A1	2e-14	0.008
9807	IP6K1	3e-14	0.009
25862	USP49	3e-14	0.007
6492	SIM1	3e-14	0.007
54715	RBFOX1	3e-14	0.008
54790	TET2	4e-14	0.007
124152	IQCK	7e-14	0.008
79777	ACBD4	7e-14	0.007
54887	BLTP3A	7e-14	0.009
10106	CTDSP2	8e-14	0.007
374864	CCDC178	8e-14	0.011
1495	CTNNA1	9e-14	0.007
5142	PDE4B	9e-14	0.007
3055	HCK	1e-13	0.007
10180	RBM6	1e-13	0.014
9399	STOML1	1e-13	0.007
79058	ASPSCR1	1e-13	0.007
283446	MYO1H	1e-13	0.007
55342	STRBP	1e-13	0.016
254251	LCORL	1e-13	0.01
2915	GRM5	1e-13	0.007
9344	TAOK2	2e-13	0.007
23368	PPP1R13B	2e-13	0.007
65263	PYCR3	2e-13	0.007
22864	R3HDM2	2e-13	0.007
4045	LSAMP	3e-13	0.012
124274	GPR139	3e-13	0.01
10905	MAN1A2	3e-13	0.008
26115	TANC2	3e-13	0.009
57502	NLGN4X	3e-13	0.007
266722	HS6ST3	3e-13	0.007
2139	EYA2	4e-13	0.007
146330	FBXL16	4e-13	0.008
80031	SEMA6D	5e-13	0.007
5506	PPP1R3A	5e-13	0.007
221496	LEMD2	6e-13	0.007
64925	CCDC71	6e-13	0.009
29994	BAZ2B	7e-13	0.011
1993	ELAVL2	7e-13	0.008
11338	U2AF2	7e-13	0.007
81876	RAB1B	8e-13	0.007
29035	HAPSTR1	9e-13	0.007
5604	MAP2K1	1e-12	0.012
10540	DCTN2	1e-12	0.007
55129	ANO10	1e-12	0.009
8100	IFT88	1e-12	0.007
64215	DNAJC1	1e-12	0.007
55074	OXR1	1e-12	0.009
9254	CACNA2D2	1e-12	0.01
22997	IGSF9B	2e-12	0.01
55016	MARCHF1	2e-12	0.006
54664	TMEM106B	2e-12	0.007
27087	B3GAT1	2e-12	0.009
64771	ILRUN	2e-12	0.007
27324	TOX3	2e-12	0.007
348	APOE	2e-12	0.009
