Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	3.12e-190
345	APOC3	ENSG00000110245	4.27e-160
116519	APOA5	ENSG00000110243	2.92e-104
51085	MLXIPL	ENSG00000009950	7.55e-102
8882	ZPR1	ENSG00000109917	2.31e-101
84811	BUD13	ENSG00000137656	3.43e-93
9031	BAZ1B	ENSG00000009954	7.62e-87
51129	ANGPTL4	ENSG00000167772	1.19e-72
337	APOA4	ENSG00000110244	6.029999999999999e-67
5049	PAFAH1B2	ENSG00000168092	3.61e-66
84226	C2orf16	ENSG00000221843	4.37e-64
11321	GPN1	ENSG00000198522	4.88e-61
338	APOB	ENSG00000084674	1.08e-60
4318	MMP9	ENSG00000100985	1.16e-47
335	APOA1	ENSG00000118137	5.61e-47
8890	EIF2B4	ENSG00000115211	1.3499999999999998e-42
26160	IFT172	ENSG00000138002	4.8399999999999995e-40
146894	CD300LG	ENSG00000161649	8.55e-29
4018	LPA	ENSG00000198670	1.42e-26
90203	SNX21	ENSG00000124104	8.63e-25
57159	TRIM54	ENSG00000138100	2.33e-24
5476	CTSA	ENSG00000064601	6.56e-24
22837	COBLL1	ENSG00000082438	1.61e-22
140831	ZSWIM3	ENSG00000132801	6.92e-22
5140	PDE3B	ENSG00000152270	9.66e-22
23173	METAP1	ENSG00000164024	1.1e-21
53345	TM6SF2	ENSG00000213996	1.13e-21
8884	SLC5A6	ENSG00000138074	1.11e-20
27329	ANGPTL3	ENSG00000132855	1.92e-18
84277	DNAJC30	ENSG00000176410	4.75e-17
5360	PLTP	ENSG00000100979	9.15e-17
1463	NCAN	ENSG00000130287	1.97e-15
587	BCAT2	ENSG00000105552	2.44e-15
113201	GOLM2	ENSG00000166734	3.77e-15
94137	RP1L1	ENSG00000183638	5.1e-15
90199	WFDC8	ENSG00000158901	5.83e-14
949	SCARB1	ENSG00000073060	6.83e-14
259240	WFDC9	ENSG00000180205	5.59e-13
6580	SLC22A1	ENSG00000175003	1.03e-12
5331	PLCB3	ENSG00000149782	1.47e-12
280664	WFDC10B	ENSG00000182931	1.47e-12
83706	FERMT3	ENSG00000149781	1.77e-12
221037	JMJD1C	ENSG00000171988	3.76e-12
10005	ACOT8	ENSG00000101473	6.57e-12
80212	CCDC92	ENSG00000275035	7.69e-12
23624	CBLC	ENSG00000142273	2.18e-11
10816	SPINT3	ENSG00000101446	5.75e-11
63925	ZNF335	ENSG00000198026	6.87e-11
196385	DNAH10	ENSG00000281935	9.41e-11
83650	SLC35G5	ENSG00000285084	1.8e-10
9709	HERPUD1	ENSG00000051108	4.24e-10
3626	INHBC	ENSG00000175189	6.01e-10
8658	TNKS	ENSG00000285372	2.14e-09
4023	LPL	ENSG00000175445	2.18e-09
84330	ZNF414	ENSG00000133250	3.19e-09
51374	ATRAID	ENSG00000138085	3.57e-09
391253	SPINT4	ENSG00000149651	5.19e-09
2538	G6PC1	ENSG00000131482	5.45e-09
3083	HGFAC	ENSG00000109758	8.66e-09
256471	MFSD8	ENSG00000164073	4.73e-07
