Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.472446
255738	PCSK9	6e-78	0.32773
746	TMEM258	3e-64	0.0811752
1952	CELSR2	1e-62	0.092147
8854	ALDH1A2	7e-48	0.0701549
28	ABO	6e-28	0.0651882
10452	TOMM40	9.000000000000001e-23	0.115558
64241	ABCG8	6e-21	0.0461548
53345	TM6SF2	1e-20	0.0813429
9388	LIPG	4e-15	0.157463
221037	JMJD1C	3e-14	0.0349066
51085	MLXIPL	3e-14	0.0518625
57678	GPAM	7e-14	0.0382942
146894	CD300LG	1e-13	0.096452
64757	MTARC1	1e-13	0.0373707
6927	HNF1A	4e-12	0.0344796
6597	SMARCA4	6e-12	0.151537
6311	ATXN2	2e-11	0.0308767
6580	SLC22A1	6e-11	0.0378342
6484	ST3GAL4	9e-11	0.0484013
