Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.350599
10452	TOMM40	5e-171	0.364992
8882	ZPR1	4e-156	0.176034
4023	LPL	1e-111	0.166761
4018	LPA	7e-70	0.146367
2646	GCKR	1e-65	0.0785396
63925	ZNF335	7e-37	0.0732673
23460	ABCA6	2.0000000000000002e-29	0.170003
28	ABO	9.999999999999999e-29	0.0645175
146894	CD300LG	2e-27	0.138623
8854	ALDH1A2	9e-24	0.0477052
7158	TP53BP1	1e-21	0.141263
85440	DOCK7	5e-20	0.0430862
350	APOH	2e-18	0.114503
221037	JMJD1C	4e-18	0.0389713
22837	COBLL1	8e-17	0.0383207
80790	CMIP	1e-13	0.0363302
84106	PRAM1	1e-11	0.054844
2590	GALNT2	2e-11	0.0308924
10963	STIP1	3e-11	0.0634352
5340	PLG	3e-11	0.05849
29958	DMGDH	6e-11	0.0304345
6002	RGS12	6e-11	0.029922
10221	TRIB1	8e-11	0.067878
84310	C7orf50	1e-10	0.0288125
84870	RSPO3	1e-10	0.0673519
64240	ABCG5	3e-10	0.0592423
