Entrez	Gene Symbol	Ensembl ID	P-value
7157	TP53	ENSG00000141510	0.0
201243	SPEM2	ENSG00000283714	0.0
6462	SHBG	ENSG00000129214	0.0
55135	WRAP53	ENSG00000141499	0.0
1140	CHRNB1	ENSG00000283946	0.0
407977	TNFSF12-TNFSF13	ENSG00000248871	0.0
54407	SLC38A2	ENSG00000134294	0.0
221037	JMJD1C	ENSG00000171988	0.0
643664	SLC35G6	ENSG00000284515	3.44e-229
23135	KDM6B	ENSG00000132510	2.09e-219
11183	MAP4K5	ENSG00000012983	5.71e-214
116840	CNTROB	ENSG00000170037	7.69e-214
968	CD68	ENSG00000129226	8.2e-178
5265	SERPINA1	ENSG00000277377	1.54e-135
1973	EIF4A1	ENSG00000161960	4.79e-135
8741	TNFSF13	ENSG00000161955	4.53e-101
11321	GPN1	ENSG00000198522	1.47e-99
9744	ACAP1	ENSG00000288169	5.2e-85
10599	SLCO1B1	ENSG00000134538	3.52e-77
80010	RMI1	ENSG00000178966	1.13e-75
80339	PNPLA3	ENSG00000100344	1.97e-73
374768	SPEM1	ENSG00000284598	5.84e-66
9971	NR1H4	ENSG00000012504	1.8100000000000003e-64
23173	METAP1	ENSG00000164024	5.57e-62
284114	TMEM102	ENSG00000284228	7.11e-60
8890	EIF2B4	ENSG00000115211	3.4599999999999996e-54
345275	HSD17B13	ENSG00000170509	8.4e-53
26160	IFT172	ENSG00000138002	7.629999999999999e-52
25813	SAMM50	ENSG00000100347	1.2e-50
1109	AKR1C4	ENSG00000198610	1.25e-50
3837	KPNB1	ENSG00000108424	1.4499999999999998e-48
126695	KDF1	ENSG00000175707	1.52e-48
8431	NR0B2	ENSG00000131910	2.34e-48
57523	NYNRIN	ENSG00000205978	1.18e-44
3083	HGFAC	ENSG00000109758	7.04e-44
124872	B4GALNT2	ENSG00000167080	8.78e-43
28983	TMPRSS11E	ENSG00000274058	1.81e-42
65986	ZBTB10	ENSG00000205189	3.68e-42
57159	TRIM54	ENSG00000138100	2.37e-41
146754	DNAH2	ENSG00000183914	3.74e-41
57048	PLSCR3	ENSG00000284009	1.33e-40
8884	SLC5A6	ENSG00000138074	3.84e-39
4299	AFF1	ENSG00000172493	1.0099999999999999e-38
5345	SERPINF2	ENSG00000276838	3.15e-38
3626	INHBC	ENSG00000175189	8.35e-38
10462	CLEC10A	ENSG00000132514	8.439999999999999e-38
124997	WDR81	ENSG00000276021	3.84e-37
350	APOH	ENSG00000091583	5.39e-35
9513	FXR2	ENSG00000129245	1.01e-33
3172	HNF4A	ENSG00000101076	4.85e-33
7366	UGT2B15	ENSG00000277132	3.87e-32
29780	PARVB	ENSG00000188677	3.26e-30
6927	HNF1A	ENSG00000135100	6.799999999999999e-30
402682	UFSP1	ENSG00000176125	1.61e-28
5468	PPARG	ENSG00000132170	4.410000000000001e-27
127	ADH4	ENSG00000198099	4.97e-27
81579	PLA2G12A	ENSG00000123739	2.01e-26
22837	COBLL1	ENSG00000082438	1.21e-25
54869	EPS8L1	ENSG00000131037	1.77e-25
51374	ATRAID	ENSG00000138085	2.73e-24
51168	MYO15A	ENSG00000091536	3.32e-24
6579	SLCO1A2	ENSG00000084453	4.4e-23
23499	MACF1	ENSG00000127603	1.24e-22
84316	NAA38	ENSG00000183011	4.08e-22
6655	SOS2	ENSG00000100485	2.5200000000000004e-21
64897	C12orf43	ENSG00000157895	8.82e-21
9526	MPDU1	ENSG00000129255	6.1e-20
2668	GDNF	ENSG00000168621	6.49e-20
10613	ERLIN1	ENSG00000107566	1.44e-19
22853	LMTK2	ENSG00000164715	4.74e-19
3000	GUCY2D	ENSG00000132518	6.07e-19
51225	ABI3	ENSG00000108798	1.79e-18
4486	MST1R	ENSG00000164078	2.95e-18
242	ALOX12B	ENSG00000179477	4.22e-18
493901	RNASE12	ENSG00000258436	5.26e-18
57333	RCN3	ENSG00000142552	1.65e-17
51087	YBX2	ENSG00000288504	2.6e-17
2217	FCGRT	ENSG00000104870	3.84e-17
3075	CFH	ENSG00000000971	4.73e-17
54989	ZNF770	ENSG00000198146	6.22e-17
84456	L3MBTL3	ENSG00000198945	6.6e-17
84769	MPV17L2	ENSG00000254858	6.84e-17
10437	IFI30	ENSG00000216490	7.49e-17
283600	SLC25A47	ENSG00000140107	7.95e-17
51081	MRPS7	ENSG00000125445	1.32e-16
8925	HERC1	ENSG00000103657	2.84e-16
63891	RNF123	ENSG00000164068	3.62e-16
283471	TMPRSS12	ENSG00000186452	3.66e-16
27436	EML4	ENSG00000143924	3.76e-16
254863	TMEM256	ENSG00000283771	6.97e-16
6239	RREB1	ENSG00000124782	8.58e-16
4018	LPA	ENSG00000198670	1.03e-15
8416	ANXA9	ENSG00000143412	1.14e-15
5859	QARS1	ENSG00000172053	1.17e-15
219790	RTKN2	ENSG00000182010	2.24e-15
3142	HLX	ENSG00000136630	2.51e-15
8814	CDKL1	ENSG00000100490	4.26e-15
63035	BCORL1	ENSG00000085185	4.7e-15
348	APOE	ENSG00000130203	4.81e-15
64147	KIF9	ENSG00000088727	5.43e-15
22937	SCAP	ENSG00000114650	6.13e-15
57678	GPAM	ENSG00000119927	6.81e-15
6789	STK4	ENSG00000101109	7.02e-15
100129583	FAM47E	ENSG00000189157	1.14e-14
415	ARSL	ENSG00000157399	1.9e-14
26168	SENP3	ENSG00000161956	2.27e-14
84890	ADO	ENSG00000181915	2.44e-14
5104	SERPINA5	ENSG00000188488	3.37e-14
2875	GPT	ENSG00000167701	6.61e-14
433	ASGR2	ENSG00000161944	9.58e-14
441381	LRRC24	ENSG00000254402	1.42e-13
121006	FAM186A	ENSG00000185958	2.15e-13
25930	PTPN23	ENSG00000076201	2.59e-13
55582	KIF27	ENSG00000165115	2.86e-13
3594	IL12RB1	ENSG00000096996	2.89e-13
8927	BSN	ENSG00000164061	3.39e-13
6494	SIPA1	ENSG00000213445	4.86e-13
9401	RECQL4	ENSG00000160957	6.45e-13
23218	NBEAL2	ENSG00000160796	7.18e-13
29072	SETD2	ENSG00000181555	7.83e-13
7153	TOP2A	ENSG00000131747	8.41e-13
51530	ZC3HC1	ENSG00000091732	8.42e-13
3171	FOXA3	ENSG00000170608	8.81e-13
51490	SPOUT1	ENSG00000198917	1.05e-12
8379	MAD1L1	ENSG00000002822	1.25e-12
128869	PIGU	ENSG00000101464	1.27e-12
7054	TH	ENSG00000180176	1.4e-12
80267	EDEM3	ENSG00000116406	1.98e-12
8644	AKR1C3	ENSG00000196139	2.05e-12
1366	CLDN7	ENSG00000288292	2.08e-12
128272	ARHGEF19	ENSG00000142632	2.17e-12
151194	METTL21A	ENSG00000144401	2.43e-12
140775	SMCR8	ENSG00000283741	3.38e-12
80212	CCDC92	ENSG00000275035	3.83e-12
84461	NEURL4	ENSG00000288301	4.08e-12
6470	SHMT1	ENSG00000284320	4.08e-12
219931	TPCN2	ENSG00000162341	4.16e-12
100128927	ZBTB42	ENSG00000179627	4.35e-12
9836	LCMT2	ENSG00000168806	4.44e-12
7156	TOP3A	ENSG00000284238	4.82e-12
79832	QSER1	ENSG00000060749	5.48e-12
619279	ZNF704	ENSG00000164684	6.71e-12
5335	PLCG1	ENSG00000124181	1.01e-11
83658	DYNLRB1	ENSG00000125971	1.17e-11
85363	TRIM5	ENSG00000132256	1.24e-11
54458	PRR13	ENSG00000205352	1.33e-11
54662	TBC1D13	ENSG00000107021	1.48e-11
81565	NDEL1	ENSG00000166579	1.66e-11
2328	FMO3	ENSG00000007933	1.75e-11
22823	MTF2	ENSG00000143033	2.04e-11
6554	SLC10A1	ENSG00000100652	2.14e-11
51750	RTEL1	ENSG00000258366	2.17e-11
50999	TMED5	ENSG00000117500	2.41e-11
29948	OSGIN1	ENSG00000140961	2.56e-11
91039	DPP9	ENSG00000142002	2.69e-11
550631	CCDC157	ENSG00000187860	3.69e-11
6945	MLX	ENSG00000108788	3.93e-11
341276	OR10A2	ENSG00000170790	4.16e-11
3798	KIF5A	ENSG00000155980	4.33e-11
200312	RNF215	ENSG00000099999	4.6e-11
269	AMHR2	ENSG00000135409	4.64e-11
85441	HELZ2	ENSG00000130589	5.61e-11
201294	UNC13D	ENSG00000092929	5.93e-11
6517	SLC2A4	ENSG00000288174	6.01e-11
91056	AP5B1	ENSG00000254470	6.32e-11
1294	COL7A1	ENSG00000114270	6.85e-11
2876	GPX1	ENSG00000233276	9.48e-11
79629	OCEL1	ENSG00000099330	9.8e-11
419	ART3	ENSG00000156219	9.84e-11
23031	MAST3	ENSG00000099308	9.94e-11
4650	MYO9B	ENSG00000099331	1.03e-10
25851	TECPR1	ENSG00000205356	1.06e-10
2041	EPHA1	ENSG00000284816	1.09e-10
990	CDC6	ENSG00000094804	1.1e-10
2288	FKBP4	ENSG00000004478	1.12e-10
126231	ZNF573	ENSG00000189144	1.2e-10
57337	SENP7	ENSG00000138468	1.21e-10
25861	WHRN	ENSG00000095397	1.32e-10
65009	NDRG4	ENSG00000103034	1.61e-10
8079	MLF2	ENSG00000089693	1.99e-10
247	ALOX15B	ENSG00000179593	2.03e-10
26	AOC1	ENSG00000002726	2.11e-10
343099	CCDC18	ENSG00000122483	2.22e-10
96459	FNIP1	ENSG00000217128	2.45e-10
1062	CENPE	ENSG00000138778	2.45e-10
91012	CERS5	ENSG00000139624	2.55e-10
399909	PCNX3	ENSG00000197136	2.61e-10
91748	MIDEAS	ENSG00000156030	2.64e-10
27037	TRMT2A	ENSG00000099899	3e-10
57082	KNL1	ENSG00000137812	3.05e-10
8448	DOC2A	ENSG00000149927	3.86e-10
348487	FAM131C	ENSG00000185519	4.01e-10
389118	CDHR4	ENSG00000187492	4.08e-10
54536	EXOC6	ENSG00000138190	4.25e-10
152940	C4orf45	ENSG00000164123	4.3e-10
28234	SLCO1B3	ENSG00000111700	4.38e-10
150159	SLC9B1	ENSG00000164037	4.44e-10
57600	FNIP2	ENSG00000052795	4.48e-10
4779	NFE2L1	ENSG00000082641	4.93e-10
54785	BORCS6	ENSG00000196544	5.26e-10
84286	TMEM175	ENSG00000127419	5.44e-10
6654	SOS1	ENSG00000115904	5.5e-10
51187	RSL24D1	ENSG00000137876	6.26e-10
150223	YDJC	ENSG00000161179	6.45e-10
79647	AKIRIN1	ENSG00000174574	6.45e-10
55793	MINDY1	ENSG00000143409	6.73e-10
25778	DSTYK	ENSG00000133059	7.48e-10
930	CD19	ENSG00000177455	7.76e-10
23460	ABCA6	ENSG00000154262	7.91e-10
675	BRCA2	ENSG00000139618	8.4e-10
79018	GID4	ENSG00000141034	9.37e-10
162417	NAGS	ENSG00000161653	9.97e-10
22913	RALY	ENSG00000125970	1.07e-09
6911	TBX6	ENSG00000149922	1.09e-09
8602	NOP14	ENSG00000087269	1.09e-09
1523	CUX1	ENSG00000257923	1.24e-09
1312	COMT	ENSG00000093010	1.25e-09
7453	WARS1	ENSG00000140105	1.27e-09
2052	EPHX1	ENSG00000143819	1.28e-09
54014	BRWD1	ENSG00000185658	1.29e-09
10903	MTMR11	ENSG00000014914	1.33e-09
259266	ASPM	ENSG00000066279	1.38e-09
25764	HYPK	ENSG00000242028	1.39e-09
5257	PHKB	ENSG00000102893	1.41e-09
4584	MUC3A	ENSG00000169894	1.42e-09
10058	ABCB6	ENSG00000115657	1.61e-09
4763	NF1	ENSG00000196712	1.66e-09
3713	IVL	ENSG00000163207	1.75e-09
3021	H3-3B	ENSG00000132475	1.89e-09
1589	CYP21A2	ENSG00000235134	1.98e-09
51027	BOLA1	ENSG00000178096	1.99e-09
9687	GREB1	ENSG00000196208	2.06e-09
5639	PRRG2	ENSG00000126460	2.3e-09
55630	SLC39A4	ENSG00000285243	2.54e-09
80726	IQCN	ENSG00000130518	2.68e-09
6154	RPL26	ENSG00000161970	2.73e-09
7205	TRIP6	ENSG00000087077	2.94e-09
3570	IL6R	ENSG00000160712	3.06e-09
10480	EIF3M	ENSG00000149100	3.25e-09
80237	ELL3	ENSG00000128886	3.39e-09
2923	PDIA3	ENSG00000167004	3.69e-09
7813	EVI5	ENSG00000067208	3.8e-09
2868	GRK4	ENSG00000125388	3.9e-09
37	ACADVL	ENSG00000072778	3.9e-09
165918	RNF168	ENSG00000163961	3.91e-09
10747	MASP2	ENSG00000009724	3.98e-09
4927	NUP88	ENSG00000108559	4.58e-09
6514	SLC2A2	ENSG00000163581	4.69e-09
64838	FNDC4	ENSG00000115226	4.99e-09
710	SERPING1	ENSG00000149131	5.01e-09
3915	LAMC1	ENSG00000135862	5.13e-09
3691	ITGB4	ENSG00000132470	5.48e-09
80131	LRRC8E	ENSG00000171017	5.54e-09
8711	TNK1	ENSG00000283781	5.81e-09
11240	PADI2	ENSG00000117115	5.9e-09
23351	KHNYN	ENSG00000100441	6.13e-09
51061	TXNDC11	ENSG00000153066	6.24e-09
151516	ASPRV1	ENSG00000244617	6.34e-09
1107	CHD3	ENSG00000170004	6.68e-09
4974	OMG	ENSG00000126861	7.06e-09
4946	OAZ1	ENSG00000104904	7.16e-09
4163	MCC	ENSG00000171444	7.58e-09
57644	MYH7B	ENSG00000078814	7.86e-09
7158	TP53BP1	ENSG00000067369	7.87e-09
84274	COQ5	ENSG00000110871	7.88e-09
84938	ATG4C	ENSG00000125703	8.21e-09
26024	PTCD1	ENSG00000106246	8.35e-09
65110	UPF3A	ENSG00000169062	8.78e-09
1551	CYP3A7	ENSG00000160870	9.91e-09
