Entrez	Gene Symbol	Ensembl ID	P-value
25914	RTTN	ENSG00000176225	5.94e-06
56606	SLC2A9	ENSG00000109667	7.57e-06
8683	SRSF9	ENSG00000111786	1.81e-05
25938	HEATR5A	ENSG00000129493	1.9e-05
170679	PSORS1C1	ENSG00000235487	1.91e-05
3925	STMN1	ENSG00000117632	2.99e-05
1945	EFNA4	ENSG00000243364	3.05e-05
80776	B9D2	ENSG00000123810	3.94e-05
4686	NCBP1	ENSG00000136937	4.97e-05
91748	MIDEAS	ENSG00000156030	4.97e-05
85015	USP45	ENSG00000123552	5.17e-05
4194	MDM4	ENSG00000198625	7.21e-05
4306	NR3C2	ENSG00000151623	7.79e-05
7535	ZAP70	ENSG00000115085	8.62e-05
