Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	4.0800000000000005e-129
84226	C2orf16	ENSG00000221843	1.01e-63
11321	GPN1	ENSG00000198522	1.19e-60
1071	CETP	ENSG00000087237	3.04e-49
23387	SIK3	ENSG00000160584	9e-49
338	APOB	ENSG00000084674	1.2100000000000002e-47
9388	LIPG	ENSG00000101670	7.04e-44
8890	EIF2B4	ENSG00000115211	1.33e-35
19	ABCA1	ENSG00000165029	4.36e-31
335	APOA1	ENSG00000118137	7.739999999999999e-30
51085	MLXIPL	ENSG00000009950	4.39e-29
27329	ANGPTL3	ENSG00000132855	4.16e-28
4318	MMP9	ENSG00000100985	7.44e-25
53345	TM6SF2	ENSG00000213996	8.22e-25
8884	SLC5A6	ENSG00000138074	1.52e-20
1463	NCAN	ENSG00000130287	2.77e-20
116519	APOA5	ENSG00000110243	1.21e-17
90203	SNX21	ENSG00000124104	2.12e-17
55908	ANGPTL8	ENSG00000130173	4.44e-17
84811	BUD13	ENSG00000137656	1.06e-16
8882	ZPR1	ENSG00000109917	5.71e-16
5476	CTSA	ENSG00000064601	8.45e-16
140831	ZSWIM3	ENSG00000132801	5.84e-15
3172	HNF4A	ENSG00000101076	1.03e-12
1109	AKR1C4	ENSG00000198610	9.91e-11
29956	CERS2	ENSG00000143418	1.51e-10
150223	YDJC	ENSG00000161179	1.63e-10
64838	FNDC4	ENSG00000115226	2.36e-10
51374	ATRAID	ENSG00000138085	5.77e-10
3931	LCAT	ENSG00000213398	2.28e-09
10005	ACOT8	ENSG00000101473	3.87e-09
146894	CD300LG	ENSG00000161649	4.32e-09
259240	WFDC9	ENSG00000180205	6.72e-09
