Entrez	Gene Symbol	Ensembl ID	P-value
5310	PKD1	ENSG00000008710	1.73e-51
7369	UMOD	ENSG00000169344	1.41e-10
25865	PRKD2	ENSG00000105287	1.87e-09
6582	SLC22A2	ENSG00000112499	8.31e-08
171023	ASXL1	ENSG00000171456	1.9e-06
79673	ZNF329	ENSG00000181894	5.99e-06
5292	PIM1	ENSG00000137193	1.02e-05
23072	HECW1	ENSG00000002746	1.35e-05
219654	ZCCHC24	ENSG00000165424	1.58e-05
283150	FOXR1	ENSG00000281277	2.26e-05
7305	TYROBP	ENSG00000011600	2.26e-05
3790	KCNS3	ENSG00000170745	2.52e-05
222234	FAM185A	ENSG00000222011	2.78e-05
1582	CYP8B1	ENSG00000180432	2.84e-05
7167	TPI1	ENSG00000111669	2.95e-05
79690	GAL3ST4	ENSG00000197093	3.45e-05
51228	GLTP	ENSG00000139433	3.48e-05
23530	NNT	ENSG00000112992	3.81e-05
11167	FSTL1	ENSG00000163430	4.05e-05
84365	NIFK	ENSG00000155438	4.77e-05
54790	TET2	ENSG00000168769	5.04e-05
2120	ETV6	ENSG00000139083	5.71e-05
1285	COL4A3	ENSG00000169031	6.09e-05
389362	PSMG4	ENSG00000180822	6.12e-05
6430	SRSF5	ENSG00000100650	6.15e-05
8331	H2AC14	ENSG00000276368	6.27e-05
1540	CYLD	ENSG00000083799	7.41e-05
84312	BRMS1L	ENSG00000100916	7.54e-05
79792	GSDMD	ENSG00000278718	7.79e-05
55502	HES6	ENSG00000144485	8.39e-05
55704	CCDC88A	ENSG00000115355	8.54e-05
1601	DAB2	ENSG00000153071	8.55e-05
6300	MAPK12	ENSG00000188130	9.26e-05
