Entrez	Gene Symbol	P-value	Beta
5313	PKLR	2e-59	0.307725
8877	SPHK1	7e-58	0.262407
6005	RHAG	1e-41	0.896459
6708	SPTA1	2e-37	0.438911
2766	GMPR	8e-35	0.284311
8780	RIOK3	5e-28	0.146065
9780	PIEZO1	3e-26	0.10871
388931	MFSD2B	3e-24	0.141145
645	BLVRB	3e-18	0.111137
286	ANK1	6e-17	0.226753
759	CA1	2e-16	0.405377
342618	SLFN14	8e-16	0.170749
5140	PDE3B	1e-14	0.241618
83483	PLVAP	2e-14	0.124112
9351	NHERF2	4e-14	0.0950681
10788	IQGAP2	1e-12	0.0930317
9180	OSMR	3e-11	0.0970302
64420	SUSD1	3e-10	0.117667
55466	DNAJA4	5e-10	0.557536
6521	SLC4A1	9e-10	0.92622
2038	EPB42	3e-08	0.0674894
