Entrez	Gene Symbol	Ensembl ID	P-value
90865	IL33	ENSG00000137033	3.5e-75
246	ALOX15	ENSG00000161905	2.7000000000000003e-43
10019	SH2B3	ENSG00000111252	1.4e-25
1053	CEBPE	ENSG00000092067	1.2e-15
1232	CCR3	ENSG00000183625	3.6e-15
345	APOC3	ENSG00000110245	9.1e-13
1439	CSF2RB	ENSG00000100368	1.4e-11
3568	IL5RA	ENSG00000091181	2.3e-11
5589	PRKCSH	ENSG00000130175	1.8e-10
283849	EXOC3L1	ENSG00000179044	4.1e-10
58531	PRM3	ENSG00000178257	6.5e-10
1154	CISH	ENSG00000114737	4e-09
23529	CLCF1	ENSG00000175505	4.3e-09
442194	OR10C1	ENSG00000235441	4.7e-09
85480	TSLP	ENSG00000145777	5.7e-09
3567	IL5	ENSG00000113525	6.6e-09
23199	GSE1	ENSG00000131149	8e-09
3120	HLA-DQB2	ENSG00000232629	3.6e-08
221927	BRAT1	ENSG00000106009	4.7e-08
89882	TPD52L3	ENSG00000170777	6.8e-08
22807	IKZF2	ENSG00000030419	1.6e-07
10538	BATF	ENSG00000156127	2.5e-07
54620	FBXL19	ENSG00000099364	2.6e-07
8288	EPX	ENSG00000121053	7.7e-07
101	ADAM8	ENSG00000151651	9.4e-07
1388	ATF6B	ENSG00000234539	1.1e-06
7837	PXDN	ENSG00000130508	1.9e-06
113	ADCY7	ENSG00000121281	1.9e-06
